COHORT: META-GROUP2; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
LY6K	2.9354628482829037	0.0033305049089437312	2.4774899218853377	NA	0.0033305049089437	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
USP13	2.910664026056153	0.00360661604781899	2.442900089228362	NA	0.0036066160478189	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
MEI1	2.899569861415407	0.0037367506235431256	2.4275058843373882	NA	0.0037367506235431	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
KIN	2.806766914058083	0.005004143607014746	2.3006702355815043	NA	0.0050041436070147	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
ANKDD1A	2.7777023811908306	0.005474473615392054	2.2616576330030513	NA	0.112584046760054	0.0192026	NA	8.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
ALG8	2.7585866597960473	0.005805191079041953	2.236183480799174	NA	0.0058051910790419	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
OR5AP2	2.7121678379127743	0.006684473761694891	2.174932777091285	NA	NA	0.00668455	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
TOX2	2.694330660905949	0.007053015571577561	2.1516251573233065	NA	0.0070530155715774	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
ANKRD35	2.691370037296749	0.007115921765606934	2.14776883531436	0.23589	0.0087710527736246	NA	3.0	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
FER1L5	2.6816216155770527	0.00732662781441824	2.1350958696388114	NA	0.0073266278144184	NA	NA	16.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
ALMS1	2.667533882028216	0.007641018426414943	2.1168487530086892	NA	0.0579063499404486	0.0606473	NA	22.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
PRMT2	2.6617244320344113	0.007774149496645693	2.1093471121554823	NA	0.0077741494966456	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
ASPDH	2.650703451132342	0.008032433335630937	2.095152870144669	NA	0.008032433335631	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
CYP2C18	2.636884802061022	0.008367124079129332	2.077423790655541	NA	0.0083671240791291	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
MMACHC	2.635344915371775	0.008405182507793305	2.075452851972637	NA	0.0084051825077931	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
VPS13A	2.6205576990829353	0.008778607343774279	2.0565743759944275	NA	0.4441981521126	0.00327248	NA	28.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
AQP6	2.612915925039084	0.008977338346068845	2.046852406423818	NA	0.008977338346069	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
HABP2	2.5855890102685977	0.00972127688647225	2.0122766868918647	NA	0.0097212768864721	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP2
 
COHORT: META-GROUP2; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.01; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
CAPN10	3.9500810713215353	7.812472660793503e-05	4.107211489428642	NA	0.0111847897236652	0.00229306	NA	6.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
B3GNT3	3.5058792035349544	0.00045510171254698807	3.3418915302411185	NA	0.0004551017125469	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
RP11-400G3.5	3.112899632413066	0.0018525900862235362	2.732220664321094	NA	0.0018525900862235	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
PHKB	-3.0902445441321578	0.001999917588901715	2.698987900047339	0.038219	0.112281879679084	0.0906565	5.0	14.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
NOC2L	3.056221764227844	0.0022414540542561086	2.6494701589563636	NA	0.0022414540542561	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
SLC17A1	-3.0424023102767035	0.0023469798374390616	2.629490641345834	NA	0.002346979837439	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ZNF587B	3.0318646066294477	0.002430481939366744	2.6143076017700624	NA	0.0024304819393667	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
SOAT2	3.0090974738398937	0.002620250353101997	2.5816572118190435	NA	0.0217959810802337	0.0498089	NA	8.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
LY6K	2.9354628482829037	0.0033305049089437312	2.4774899218853377	NA	0.0033305049089437	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
USP13	2.910664026056153	0.00360661604781899	2.442900089228362	NA	0.0036066160478189	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
MEI1	2.899569861415407	0.0037367506235431256	2.4275058843373882	NA	0.0037367506235431	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
KIN	2.806766914058083	0.005004143607014746	2.3006702355815043	NA	0.0050041436070147	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ANKDD1A	2.7777023811908306	0.005474473615392054	2.2616576330030513	NA	0.112584046760054	0.0192026	NA	8.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ALG8	2.7585866597960473	0.005805191079041953	2.236183480799174	NA	0.0058051910790419	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
OR5AP2	2.7121678379127743	0.006684473761694891	2.174932777091285	NA	NA	0.00668455	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
TOX2	2.694330660905949	0.007053015571577561	2.1516251573233065	NA	0.0070530155715774	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ANKRD35	2.691370037296749	0.007115921765606934	2.14776883531436	0.23589	0.0087710527736246	NA	3.0	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
FER1L5	2.6816216155770527	0.00732662781441824	2.1350958696388114	NA	0.0073266278144184	NA	NA	16.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ALMS1	2.667533882028216	0.007641018426414943	2.1168487530086892	NA	0.0579063499404486	0.0606473	NA	22.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
PRMT2	2.6617244320344113	0.007774149496645693	2.1093471121554823	NA	0.0077741494966456	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ASPDH	2.650703451132342	0.008032433335630937	2.095152870144669	NA	0.008032433335631	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
GPRC5A	-2.6377804432411054	0.008345059202989755	2.0785705779253507	NA	0.0083450592029897	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
CYP2C18	2.636884802061022	0.008367124079129332	2.077423790655541	NA	0.0083671240791291	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
VPS13A	2.6205576990829353	0.008778607343774279	2.0565743759944275	NA	0.4441981521126	0.00327248	NA	28.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
AQP6	2.612915925039084	0.008977338346068845	2.046852406423818	NA	0.008977338346069	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
 
COHORT: META-GROUP2; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.001; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	5.085232104966352	3.6717676215504974e-07	6.435124812185336	0.013579	0.0664078248262314	6.66843e-06	15.0	19.0	35.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DSEL	4.443035536942159	8.869850882702234e-06	5.0520836813367005	0.0124232	0.0348876224806451	0.00202863	22.0	79.0	63.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
BOLA1	3.8971264991792185	9.734078090354346e-05	4.011705174008482	0.0881355	0.0013173145056984	0.0668723	5.0	15.0	9.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TAAR6	3.713995749749631	0.00020401222118864392	3.690343815731878	0.0185719	0.0448172059326547	0.0382232	13.0	41.0	27.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NOP53	3.709656406286722	0.00020754071322851055	3.6828966951153697	0.0125628	NA	0.00595379	28.0	NA	49.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ELN	3.6139335915493875	0.00030158633822753795	3.5205883357690344	0.0952886	0.0078973313372441	0.0529957	30.0	81.0	57.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KCNK4	3.5565161057788437	0.0003758054510667157	3.425036924738352	0.0113577	0.106777611578367	0.043829	14.0	48.0	30.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DLEU7-AS1	3.5555681282526033	0.00037716319182312815	3.423470697610513	0.0163467	NA	0.00860807	7.0	NA	17.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C11orf63	3.554628543098328	0.0003785134359892994	3.4219186998562585	NA	0.0003785134359892	NA	NA	78.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DLEU7	3.5470247597787448	0.00038960797344133956	3.4093721637386443	0.0163467	0.264724271213436	0.00860807	7.0	17.0	17.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TMEM9B	3.4797735465887203	0.0005018377671919565	3.299436657756649	NA	0.0010257315461657	0.101469	NA	18.0	7.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NOCT	3.4280373349815645	0.0006079618434949223	3.2161236767792505	0.0804903	0.0053143470946627	0.16081	8.0	26.0	18.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EP400	3.4190181798774764	0.0006284752730006124	3.201711804709354	0.0713829	0.052351932226404	0.0293584	63.0	306.0	200.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PSG7	3.409935837512042	0.0006497816425475537	3.1872325623861073	0.0178656	0.278898393269631	0.0140891	24.0	91.0	53.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ALKBH6	3.404825042889974	0.0006620645620284488	3.179099657742285	0.0859909	0.0098662880839102	0.109618	6.0	15.0	14.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KIF9	3.383909428162333	0.0007146157252216105	3.1459274313160153	0.527224	0.570346847688333	3.14219e-06	26.0	93.0	55.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CFAP52	-3.3752223391953247	0.0007375607656719398	3.132202193507259	0.0152275	0.010622818696429	0.387442	13.0	66.0	33.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ERCC8	-3.3682062474651873	0.0007565897419375852	3.121139551293477	0.0683936	0.0283563011297112	0.0688837	10.0	38.0	29.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PARM1	3.362807547998562	0.0007715413104689188	3.112640815643108	0.00971349	0.423447357260572	0.0147592	7.0	28.0	16.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DPYSL4	3.3583242339020405	0.0007841657366106268	3.1055921377129656	0.0032507	0.172116547380197	0.131459	19.0	59.0	60.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MTFR2	3.343847823384802	0.0008262504649505178	3.0828882831185425	0.0297309	0.208759515612944	0.0182222	11.0	36.0	26.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KLHL25	-3.2595555487051975	0.0011158692666372013	2.952386683627714	0.00381062	0.57091175168186	0.0288465	22.0	102.0	60.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
