GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASES_BETA	UKB_CASES_SE	UKB_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
KIN	2.806766914058083	0.005004143607014746	NA	NA	NA	NA	NA	NA	1.35245640322359	0.481855617026702	0.0050041436070147	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKDD1A	2.7777023811908306	0.005474473615392054	1.92457	0.821911	0.0192026	NA	NA	NA	1.16744561844316	0.73577663689752	0.112584046760054	4.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DNAJC6	2.762468164908859	0.005736615582387806	NA	NA	NA	NA	NA	NA	5.52463159871689	1.99988968882802	0.0057366155823877	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
OXLD1	2.712553994504623	0.00667669030314944	NA	NA	NA	NA	NA	NA	1.44368342065345	0.532222924807475	0.0066766903031494	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TOX2	2.694330660905949	0.007053015571577561	NA	NA	NA	NA	NA	NA	2.66582487018333	0.989420084499564	0.0070530155715774	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKRD35	2.691370037296749	0.007115921765606934	NA	NA	NA	0.622617	0.525273	0.23589	0.787903283802311	0.300628770593821	0.0087710527736246	NA	3.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SH2D4A	2.6851183573558424	0.0072504125732739755	0.448841	0.407678	0.270909	0.801479	0.459928	0.0813999	0.560248068493273	0.310013417219882	0.0707352131938215	4.0	2.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FER1L5	2.6816216155770527	0.00732662781441824	NA	NA	NA	NA	NA	NA	1.21105382472761	0.451612493609396	0.0073266278144184	NA	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ALMS1	2.667533882028216	0.007641018426414943	0.748115	0.39877	0.0606473	NA	NA	NA	0.699224279610696	0.368710180327495	0.0579063499404486	19.0	NA	22.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TRAPPC3L	2.6648806721576417	0.007701564539519898	1.24069	1.22787	0.312286	0.48783	0.927199	0.598795	1.93465590208608	0.628311518023376	0.0020760267795094	2.0	3.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PRMT2	2.6617244320344113	0.007774149496645693	NA	NA	NA	NA	NA	NA	2.12671154898114	0.798997643552323	0.0077741494966456	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ADCK2	2.6543794291765503	0.007945442871003934	0.347137	0.286134	0.225055	0.339467	0.216071	0.116161	0.350634395110526	0.193375291755426	0.0697959441316925	7.0	2.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ASPDH	2.650703451132342	0.008032433335630937	NA	NA	NA	NA	NA	NA	2.262857876112	0.853682019822074	0.008032433335631	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CYP2C18	2.636884802061022	0.008367124079129332	NA	NA	NA	NA	NA	NA	1.26139998932976	0.47836749953727	0.0083671240791291	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
VPS13A	2.6205576990829353	0.008778607343774279	1.54204	0.524342	0.00327248	NA	NA	NA	0.291768139799279	0.381334820329159	0.4441981521126	14.0	NA	28.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
AQP6	2.6129159250390837	0.008977338346068854	NA	NA	NA	NA	NA	NA	0.551258671660413	0.210974515627466	0.008977338346069	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CTTNBP2	2.57595914603991	0.009996245649762748	2.64037	1.22823	0.0315758	NA	NA	NA	1.03960976612496	0.696219830301805	0.135379461498745	3.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MCMDC2	-2.564215711322576	0.010340925417547712	NA	NA	NA	NA	NA	NA	-2.17233652734117	0.847173862069786	0.0103409254175479	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TKTL2	2.5628049829612953	0.010383035107430733	NA	NA	NA	NA	NA	NA	0.655614098914508	0.255818957460022	0.0103830351074306	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LIPE	2.560720022298458	0.010445549784499259	1.08247	0.482303	0.0248084	NA	NA	NA	0.299571310935429	0.217549259967976	0.168503749515612	9.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
OGFOD1	2.5592811793372285	0.010488886584507048	NA	NA	NA	NA	NA	NA	2.47036041100153	0.965255569003666	0.010488886584507	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DCP1B	2.5442319271449616	0.010951834004177983	NA	NA	NA	NA	NA	NA	2.34755501670633	0.922696941131725	0.0109518340041779	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
EPB41L4A	2.543587019239521	0.010972072338862727	NA	NA	NA	NA	NA	NA	1.15626562276628	0.454580721642454	0.0109720723388628	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CD44	2.5386333694426577	0.011128637710630093	3.22015	1.12446	0.00418689	NA	NA	NA	0.610504365916178	0.840406236353939	0.467569325430392	3.0	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TMEM38B	2.536784342102996	0.011187584863086684	2.94475	1.16082	0.0111879	NA	NA	NA	NA	NA	NA	3.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SCPEP1	2.5341267713643476	0.011272794158853246	1.28914	0.770649	0.0943676	1.42377	0.661801	0.0314481	0.599394333816046	1.06072139183965	0.572018139634863	5.0	4.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TTC31	2.5311299559617413	0.011369571504132321	NA	NA	NA	NA	NA	NA	1.45530772366683	0.574963652197725	0.0113695715041321	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SP100	-2.5273506524294773	0.011492669237739847	NA	NA	NA	-0.604001	0.33706	0.0731379	-0.492003455858637	0.2760582952547	0.0747093231736227	NA	3.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ACSBG2	2.5127325096485467	0.01198001321581582	NA	NA	NA	NA	NA	NA	1.87490341827237	0.746161165612734	0.0119800132158156	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ENTPD8	-2.50305389287835	0.012312679358631284	-0.413027	0.618089	0.503985	-1.58509	0.817629	0.052545	-1.16387329058535	0.673326522403539	0.0838910667717844	2.0	2.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RMDN1	2.500737592598618	0.012393496990191846	NA	NA	NA	NA	NA	NA	2.0487749433193	0.819268262844937	0.0123934969901917	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ALG8	2.4996076829164346	0.012433090701433619	NA	NA	NA	0.938969	1.2094	0.437516	1.66839485358398	0.604800595137849	0.0058051910790419	NA	2.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ESPL1	2.499133421265271	0.01244974288402272	1.08888	0.621462	0.0797536	NA	NA	NA	0.89764515728689	0.503677619291842	0.0747195667284524	2.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SEMG2	2.496846005457714	0.012530335858202393	NA	NA	NA	NA	NA	NA	0.783128910780153	0.313647261011835	0.0125303358582026	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANO10	2.487525130410692	0.012863536504720897	NA	NA	NA	NA	NA	NA	1.58706562994303	0.638009888037193	0.0128635365047211	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CAPRIN2	-2.4855381854981617	0.012935570860956338	NA	NA	NA	-2.07521	0.778597	0.00769153	-0.769750065651893	0.905841935336534	0.395457413684537	NA	2.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SPATA22	2.4606889922420723	0.013867051521599161	NA	NA	NA	NA	NA	NA	2.40748734023389	0.978379367658443	0.0138670515215994	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TRMT10A	2.44300361595703	0.014565591342246316	2.53792	0.850137	0.00283288	NA	NA	NA	0.333404522378193	0.709942642882432	0.638625266407242	3.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KIF6	2.4360791471867693	0.014847435441741691	NA	NA	NA	NA	NA	NA	0.919625106991549	0.377502146452651	0.0148474354417416	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SERPINB10	-2.434669229084554	0.014905408143233483	-1.11596	0.732598	0.127686	-0.931653	0.493648	0.0591223	-0.296180745764983	0.367288682556151	0.420013577531017	5.0	2.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ABTB1	-2.4305985703501194	0.015073905205361206	-0.515435	0.356391	0.148103	-0.22722	0.249409	0.362279	-0.390394255507888	0.210725049892103	0.0639362899971751	4.0	2.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CASTOR3	2.421866539657074	0.015441020223269052	NA	NA	NA	0.966131	0.39892	0.015441	NA	NA	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LOC654780	2.419830915173772	0.015527725359915673	2.81361	1.16273	0.0155273	NA	NA	NA	NA	NA	NA	3.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
C2CD2	2.415112342975578	0.015730357078057818	NA	NA	NA	NA	NA	NA	2.06285397548937	0.85414410699744	0.0157303570780576	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
THADA	2.408630024547077	0.016012521310339367	NA	NA	NA	NA	NA	NA	1.02543749743014	0.425734748375465	0.0160125213103393	NA	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
JAKMIP3	2.394371354539271	0.01664888273012936	NA	NA	NA	NA	NA	NA	1.10607806487343	0.461949255605868	0.0166488827301297	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SPNS1	2.392360737415553	0.01674037970492698	NA	NA	NA	NA	NA	NA	1.66525210423925	0.696070654477555	0.0167403797049271	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ATF6	2.3906528484240797	0.016818446923299927	NA	NA	NA	NA	NA	NA	1.98747576585668	0.831352727422062	0.0168184469233001	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF684	2.386181887823789	0.01702432875413442	NA	NA	NA	NA	NA	NA	2.41134013153144	1.01054330511686	0.0170243287541345	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
OR4C3	2.3860592813921375	0.017030005637680683	NA	NA	NA	NA	NA	NA	1.41913126830815	0.59475943425855	0.0170300056376808	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LOC101930071	2.384127495118291	0.01711967010166529	1.46636	0.615051	0.01712	NA	NA	NA	NA	NA	NA	2.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CDRT1	-2.381122988698493	0.017259948283648734	NA	NA	NA	NA	NA	NA	-0.775515840619018	0.325693315422951	0.0172599482836487	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NGDN	-2.3708490957742705	0.01774727536856058	NA	NA	NA	-1.94351	1.10498	0.0786022	-1.12578403649649	0.706253527835434	0.110930988389757	NA	2.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
AMER3	2.3708471798862623	0.017747367359005038	NA	NA	NA	NA	NA	NA	2.41922413517324	1.02040492347942	0.0177473673590053	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RAD51B	2.370804627288567	0.01774941060929375	2.33545	1.2373	0.0590887	NA	NA	NA	0.868260027410425	0.59255300721949	0.142842719656024	2.0	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
OR11H1	2.3704833868751103	0.017764842280315482	1.69695	0.641242	0.00813665	NA	NA	NA	0.472927244815391	0.669848740770073	0.48017510871309	2.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
COL22A1	2.3674658919408604	0.01791037082491729	NA	NA	NA	0.762761	0.69358	0.271443	0.723893722810822	0.32196556824682	0.0245533984262347	NA	3.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CNOT8	2.365379587117897	0.01801159938622455	NA	NA	NA	NA	NA	NA	4.20064753423699	1.77588728553935	0.0180115993862245	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KAT8	2.3620590530570267	0.01817374700597984	NA	NA	NA	NA	NA	NA	4.12618783573024	1.74686057505211	0.0181737470059802	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TRIM65	-2.3614879626413345	0.01820176282180819	NA	NA	NA	-2.07313	1.14668	0.0706152	-2.26843560231419	1.4809852200324	0.125594725259142	NA	2.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IL17RB	2.36066666207543	0.018242119418907778	1.38715	0.612315	0.0234873	NA	NA	NA	0.582665044932033	0.542989929074661	0.283240667045806	3.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZDHHC18	2.355967103552595	0.01847455368005114	NA	NA	NA	NA	NA	NA	2.53613584086963	1.07647336715583	0.0184745536800514	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MTFMT	2.354146402922231	0.018565297447047317	NA	NA	NA	NA	NA	NA	2.03943510503536	0.866316174093414	0.0185652974470473	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IMP3	2.352489867733531	0.01864819781556974	NA	NA	NA	NA	NA	NA	1.82381965823693	0.775272056748138	0.0186481978155699	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CCR5	2.351491541029792	0.018698314765859113	NA	NA	NA	NA	NA	NA	0.794072447097402	0.337688838442367	0.0186983147658594	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DBR1	2.347658669467346	0.018891824803125266	NA	NA	NA	NA	NA	NA	1.57750378900858	0.671947676859897	0.0188918248031253	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DHRS9	-2.3411540759314633	0.019224231715366687	NA	NA	NA	-0.977514	0.558928	0.080307	-0.676130074128294	0.43286641313798	0.118291941743012	NA	2.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DNM1	2.3343439234336447	0.019577720541317754	NA	NA	NA	NA	NA	NA	2.27770738333182	0.9757377053427	0.019577720541318	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PI3	2.3322700481142644	0.01968648917177454	NA	NA	NA	NA	NA	NA	2.47346980332297	1.06054176930449	0.0196864891717744	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CHMP2B	2.3316362855267054	0.01971983325533835	NA	NA	NA	1.346	0.577277	0.0197201	NA	NA	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF215	2.3291739426973987	0.01984985273907388	NA	NA	NA	0.429417	0.367669	0.242828	0.602052919535964	0.283185112137821	0.0335028563835976	NA	2.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MPEG1	2.319761394881565	0.02035378854056662	NA	NA	NA	NA	NA	NA	1.50657983752722	0.649454655488022	0.0203537885405667	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
VWA5B2	2.311023006951098	0.020831584130459616	NA	NA	NA	NA	NA	NA	1.99617052620818	0.863760559805807	0.0208315841304595	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	26434	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
