COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
RAP1A	30.143440234051717	3.6915432040536005e-05	0.000102486	NA	NA	0.0301836	0.0920448597787588	7.0	NA	NA	15.0	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
HTRA1	37.49414353556338	4.6467643965687186e-05	0.313741	0.201669	1.81676e-06	0.175279	0.358106589043256	32.0	8.0	14.0	61.0	26.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KIF9	36.08960788800523	8.124285866687341e-05	7.45786e-08	0.712456	0.374351	0.913184	0.80173649703787	48.0	25.0	33.0	122.0	82.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DCAF1	35.797188026696524	9.120474215568938e-05	0.211237	0.473686	0.028877	0.0342621	0.0001702600650022	25.0	10.0	17.0	79.0	66.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRAP1	35.30960081932956	0.00011054783851909369	0.418998	0.423519	4.60776e-06	0.718634	0.0366045560092946	83.0	49.0	60.0	225.0	119.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ATP1A1-AS1	23.208880047739974	0.000115021569175733	0.0241684	NA	NA	0.000377579	NA	10.0	NA	NA	27.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PUS7L	35.13072955600825	0.00011861030267557563	3.29448e-05	0.133467	0.00869181	0.792595	0.776491449264497	39.0	22.0	22.0	101.0	67.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RPS14	23.108276019198833	0.00012047266509067272	0.57527	NA	NA	1.66813e-05	NA	4.0	NA	NA	16.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RIPOR2	31.111871162849994	0.0001342053250461825	0.108815	0.00172695	0.00124056	0.752587	NA	44.0	28.0	35.0	139.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PAQR5	34.46059460249454	0.00015427977353839507	0.0653601	0.468345	0.00957553	0.341151	0.000328843221815	16.0	11.0	12.0	52.0	23.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
BMP1	34.18763039454786	0.00017165574463660457	0.473076	0.659502	6.2611e-06	0.263826	0.0731366593015033	59.0	25.0	42.0	163.0	93.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TMEM9B	30.493940427879863	0.00017282202258818368	0.0107575	NA	0.0340178	0.879029	0.0007428552363274	5.0	NA	7.0	22.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC6A14	30.2484277590647	0.00019103332641355042	1.61599e-06	NA	0.471912	0.509283	0.695630314370337	8.0	NA	8.0	38.0	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4 for CMCWald
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	79.0508137043089	7.703168761449417e-13	0.000258426	0.013579	0.0112797	8.03039e-09	0.0214830395852572	30.0	15.0	22.0	74.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPT5-GP1BB	32.92100938013811	6.363953745457589e-05	0.636501	0.71969	2.02636e-05	0.00764949	NA	35.0	5.0	16.0	92.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TREML1	36.55076994989333	6.766507022085192e-05	0.588336	0.33677	0.00675628	5.27448e-05	0.163777802913243	14.0	9.0	6.0	43.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PAQR5	35.42378805669341	0.00010568501317741869	0.0726946	0.306817	0.0124985	0.198907	0.0003663807330906	16.0	11.0	12.0	52.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KIF9	34.19363688661385	0.0001712535033754281	7.06372e-07	0.484807	0.225265	0.846707	0.575329793399795	48.0	25.0	33.0	122.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPTIN5	30.29919591560931	0.00018711902636992433	0.239243	0.71969	0.000220466	0.00693884	NA	20.0	5.0	8.0	53.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MTMR7	33.396005404775956	0.00023363051181426512	0.02997	0.116179	0.306931	0.000132965	0.394055232176372	46.0	22.0	32.0	139.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
APBA3	32.71083052504552	0.00030459408661766957	0.00134629	0.0116824	0.233869	0.130215	0.164675517221868	57.0	39.0	36.0	133.0	105.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DCAF1	32.207668796819775	0.00036974139847003256	0.136336	0.616782	0.261	0.0182102	0.0002538026319691	25.0	10.0	17.0	79.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ADI1	31.803826961562145	0.0004317148386438444	0.0041791	0.975774	0.187468	0.24843	0.0006536172912834	23.0	17.0	12.0	49.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
P2RY10	20.17730781362414	0.00046071473996306904	NA	NA	0.27074	0.000153462	NA	NA	NA	6.0	15.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
STK38L	27.954420705404324	0.0004829931715047315	0.176111	NA	0.135247	0.21416	0.0001667716361832	8.0	NA	6.0	33.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TMEM9B	26.907995288757355	0.0007333160893012285	0.027599	NA	0.0741663	0.683706	0.0010257315461657	5.0	NA	7.0	22.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RPS20	23.106926073447926	0.0007614458259613109	0.0076071	NA	NA	0.00159612	0.790879086357917	4.0	NA	NA	13.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KNOP1	30.288478971916238	0.0007683274562075614	0.861288	0.0243794	0.0312185	0.000436643	0.925188902754562	30.0	17.0	20.0	70.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DSEL	30.268356886118802	0.0007741884402535442	0.00142626	0.0124232	0.651404	0.751983	0.030819045993025	61.0	22.0	39.0	166.0	77.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR2T8	30.091446185215048	0.0008276271284539503	0.145781	0.0177751	0.253281	0.0725605	0.0061363430128891	18.0	5.0	12.0	51.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
XKR7	29.669919318491846	0.0009698386592647081	0.136504	0.000483158	0.413878	0.0227537	0.580898103462391	30.0	13.0	20.0	89.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PURG	26.089939384743907	0.0010137168448040598	0.000142128	NA	0.287191	0.253889	0.208519795514343	11.0	NA	14.0	46.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MON1B	29.485449477844263	0.0010393070735208048	0.0283893	0.0152072	0.743472	0.00432157	0.285237017453366	34.0	19.0	19.0	107.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C11orf63	13.694747748088494	0.0010622416134898	NA	NA	NA	NA	0.0010622416134898	NA	NA	NA	NA	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ADORA1	29.35005916491405	0.0010933479861365977	0.494139	0.500647	0.341996	0.00854492	0.0005856064517807	15.0	6.0	8.0	40.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MET	29.07422743109642	0.0012120274003925749	0.717779	0.0267918	0.477655	0.00116326	0.0454807865751501	52.0	24.0	44.0	165.0	97.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C12orf60	28.867828785695743	0.0013089264980034798	0.00135261	0.39908	0.229543	0.244444	0.0177891269492137	26.0	7.0	16.0	61.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 4 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	122.65979234530258	1.4588937963449074e-21	0.000314406	1.05348e-05	0.246645	2.1519e-10	1.31750719223334e-08	32.0	17.0	24.0	76.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
P2RY10	30.127843924368072	4.609707847453327e-06	NA	NA	0.165804	1.73072e-06	NA	NA	NA	6.0	15.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPTIN5	38.753388499107075	5.461187303256172e-06	0.35482	0.758649	1.5395e-06	0.00927641	NA	20.0	5.0	8.0	53.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RPS20	33.7625729752025	7.476082935620193e-06	0.000102238	NA	NA	0.000609874	0.74764936165867	4.0	NA	NA	13.0	5.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LRRK2	41.432437395826014	9.458644618913644e-06	0.371834	1.96111e-07	0.614894	0.482185	0.0465795758379102	120.0	56.0	72.0	336.0	179.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
STK38L	35.59514262922158	2.0824198308047364e-05	0.165171	NA	0.188783	0.022298	2.68194825381318e-05	8.0	NA	6.0	33.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EEA1	38.76496061985915	2.7910433140960912e-05	5.51316e-06	0.710964	0.0515888	0.410951	0.0459940953463497	50.0	27.0	34.0	149.0	84.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RAP1A	30.143440234051717	3.6915432040536005e-05	0.000102486	NA	NA	0.0301836	0.0920448597787588	7.0	NA	NA	15.0	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
HTRA1	37.49414353556338	4.6467643965687186e-05	0.313741	0.201669	1.81676e-06	0.175279	0.358106589043256	32.0	8.0	14.0	61.0	26.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DCAF1	35.797188026696524	9.120474215568938e-05	0.211237	0.473686	0.028877	0.0342621	0.0001702600650022	25.0	10.0	17.0	79.0	66.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ATP1A1-AS1	23.208880047739974	0.000115021569175733	0.0241684	NA	NA	0.000377579	NA	10.0	NA	NA	27.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RPS14	23.108276019198833	0.00012047266509067272	0.57527	NA	NA	1.66813e-05	NA	4.0	NA	NA	16.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF777	34.8660174941533	0.00013161164499987153	0.00143558	0.605769	0.000377124	0.248382	0.32961105011204	29.0	13.0	22.0	101.0	56.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RPUSD1	34.57968099715892	0.00014725106826680385	0.892608	1.28091e-05	0.0795356	0.865146	0.039381052741897	40.0	31.0	32.0	107.0	78.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TMEM9B	30.493940427879863	0.00017282202258818368	0.0107575	NA	0.0340178	0.879029	0.0007428552363274	5.0	NA	7.0	22.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC6A14	30.2484277590647	0.00019103332641355042	1.61599e-06	NA	0.471912	0.509283	0.695630314370337	8.0	NA	8.0	38.0	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TOM1	33.17353240973879	0.0002546842151434668	0.0558515	0.279296	0.287442	0.000434243	0.032142255939973	42.0	25.0	28.0	95.0	60.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MAGT1	25.681646313772504	0.00025518571171926946	0.477775	NA	0.00980416	0.000565806	NA	14.0	NA	9.0	24.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CAMP	33.076764981961645	0.00026441142824434226	0.0254512	0.0178108	0.0130092	0.309827	0.0359509359726921	11.0	6.0	6.0	26.0	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
S100B	21.321450729241015	0.00027342068559769046	0.000187978	NA	NA	0.124738	NA	4.0	NA	NA	11.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MRRF	32.77682094589324	0.00029693076772033716	0.68375	0.479467	0.044894	8.04927e-05	0.0644173575734297	20.0	4.0	8.0	46.0	22.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RAB32	32.574754181005815	0.00032101225883415026	0.419088	0.13206	0.0899786	0.0974293	0.0001740109878601	11.0	8.0	6.0	26.0	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EIF3C	16.054246978374056	0.00032648599999999975	NA	NA	NA	0.000326486	NA	NA	NA	NA	6.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EIF3CL	16.054246978374056	0.00032648599999999975	NA	NA	NA	0.000326486	NA	NA	NA	NA	6.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 4 for CMCWald
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	120.0927271454132	4.845490930964446e-21	0.000312011	1.21058e-05	0.209347	8.54366e-11	1.23743257136136e-07	32.0	17.0	24.0	76.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PPFIBP2	35.19885021209943	0.00011547395020994115	0.0571223	0.564391	0.327853	0.000221864	0.0096942680878741	68.0	47.0	55.0	190.0	105.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EEA1	34.536379194791664	0.00014976970002742357	2.80507e-06	0.605938	0.688026	0.704963	0.0384040900142764	50.0	27.0	34.0	149.0	84.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF777	34.30751413800741	0.000163799957370578	0.00255789	0.610538	0.000578957	0.121576	0.322945500168009	29.0	13.0	22.0	101.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CAMP	34.027396030174714	0.00018273495301339185	0.0207714	0.00960337	0.0306018	0.197165	0.0339295897742974	11.0	6.0	6.0	26.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPTIN5	30.29919591560931	0.00018711902636992433	0.239243	0.71969	0.000220466	0.00693884	NA	20.0	5.0	8.0	53.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TOM1	33.5832205632064	0.0002172422522843516	0.131327	0.156181	0.179445	0.000574655	0.0241087968899287	42.0	25.0	28.0	95.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LSR	33.419078089794	0.0002315471685279404	0.00310709	0.050274	0.0270323	0.759226	0.0172658535488151	44.0	25.0	35.0	125.0	72.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
