GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GDF9	27.443806788010413	0.0001195501724484247	0.476441	0.112354	2.05142388890467e-05	24.0	9.0	44.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RAP1GDS1	26.724661558904806	0.0001630548207383205	0.0044127	0.000804792	0.443022133046199	32.0	17.0	33.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GDI1	17.160755925240426	0.00018775399999999996	0.000187754	NA	NA	6.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
STK38L	26.199831532676654	0.00020434354832124022	0.165171	0.461737	2.68194825381318e-05	8.0	2.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KIF9	25.663619383940148	0.00025716269157527536	5.00855e-06	0.533954	1.0	49.0	27.0	83.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FAH	25.021854799937127	0.00033828769898888223	0.000271053	0.70008	0.019425462937551	31.0	12.0	31.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CALD1	24.522736464351787	0.00041837392253518473	2.5885e-05	0.707166	0.258455569272961	44.0	23.0	58.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TMEM9B	24.309133138451934	0.0004581043649659881	0.0107575	0.658754	0.0007428552363274	5.0	2.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
OTX1	24.257556375729212	0.00046824109840508605	0.19983	0.626953	4.3116439240265e-05	8.0	3.0	20.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DEFB108B	24.192486189315787	0.00048134519118944827	2.2639e-05	0.857171	0.287570056855764	9.0	4.0	8.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RNF114	23.953265372653384	0.0005326966503173487	0.108426	0.30628	0.000189392352175	14.0	9.0	23.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
H3C12	14.94968884601432	0.000567174	0.000567174	NA	NA	5.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RP11-548K23.11	14.889221173829226	0.0005845837006277999	NA	NA	0.0005845837006278	NA	NA	29.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DIAPH2	19.517219228089374	0.0006217930201187951	0.330317	NA	0.0001749680565859	32.0	NA	12.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PI4K2A	23.503553491027255	0.0006442319256890431	0.874107	0.00242412	0.0037166314197181	20.0	7.0	17.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RABGGTB	19.42764541367321	0.0006475672185683531	0.00138876	NA	0.0435224365751893	10.0	NA	15.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NBPF1	19.42455413265739	0.0006484753321616837	0.00451236	NA	0.0134155327136672	28.0	NA	12.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DLEU7	23.416276398578777	0.0006683976913476444	0.00661418	0.0142538	0.0872596599433554	12.0	6.0	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LSR	23.331838995301666	0.000692624301883237	0.00617418	0.0990747	0.0140285725754592	44.0	25.0	72.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IDUA	23.31230810392188	0.0006983498047684267	0.000760045	0.257983	0.0441942959846964	144.0	95.0	53.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RAB32	23.101130767167117	0.0007633051535188676	0.419088	0.13206	0.0001740109878601	11.0	8.0	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PURG	23.099603287618617	0.0007637959621867723	2.98914e-05	1.0	0.32243236055674	11.0	4.0	19.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RPS20	18.958056616182745	0.0008009978042258938	0.000102238	NA	0.74764936165867	4.0	NA	5.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NTNG1	22.968228295588084	0.0008071899082243349	0.00162294	0.0136206	0.465600987467991	20.0	8.0	29.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
L3HYPDH	22.830142856558503	0.0008554102680088235	0.0061073	0.702175	0.0025715966509641	25.0	10.0	35.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKRD55	22.768923384043926	0.0008776831831587921	0.339832	0.000538252	0.0621643195252348	41.0	17.0	58.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
USE1	22.713235973657063	0.00089843737380468	0.147639	0.00127552	0.0620862040099475	16.0	8.0	29.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FAM187A	22.71272964826173	0.000898628269669962	3.53193e-05	0.841467	0.393499555355001	25.0	14.0	59.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DCDC2C	22.598075306813097	0.000942896824105723	0.521287	2.84691e-05	0.834525600387543	16.0	10.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DLEU7-AS1	18.53854238188883	0.0009681581224623986	0.00661418	0.0142538	NA	12.0	6.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SEZ6L2	22.358355557430485	0.0010424824308889954	0.65913	0.0396062	0.0005348235513389	49.0	16.0	91.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SNTG2	22.349358766208805	0.001046414258213192	0.0217407	0.00221497	0.29124403225778	43.0	24.0	61.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
APOBEC3F	22.30533776547444	0.0010658632867829284	0.19076	0.0140599	0.0053454946615911	24.0	20.0	50.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LIPC	22.253911264775276	0.0010890335834226777	0.0795565	0.174884	0.0010573014355462	43.0	27.0	75.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF781	22.091996387195607	0.0011652583086210783	0.0419236	0.0397237	0.0095780185845664	15.0	8.0	32.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MRPL15	22.052277796240663	0.0011847416579006801	0.0983971	0.0157017	0.0105312457079593	17.0	11.0	32.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CAMP	22.04908561935352	0.001186321327801671	0.0254512	0.0178108	0.0359509359726921	11.0	6.0	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DCAF1	21.960337345771993	0.001231075359735391	0.211237	0.473686	0.0001702600650022	25.0	10.0	66.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PROK2	21.91801338917891	0.0012529973893715717	0.000807802	0.0771567	0.279180638881449	5.0	4.0	12.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IGFL4	17.790981745052555	0.0013557347962695411	0.0249659	NA	0.0054876976263408	4.0	NA	8.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FKBP5	21.641901575763313	0.0014056996209792449	0.0835009	0.0123166	0.0194240053989845	25.0	13.0	33.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RFX8	21.543529527144976	0.0014643939257788063	0.0110716	0.106817	0.017743171052012	30.0	20.0	35.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GAREM1	21.489246069677797	0.0014978034740582603	0.00103628	0.0254008	0.81911521771153	41.0	19.0	65.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GATAD1	21.42826670002002	0.001536224870591738	0.000229294	0.567945	0.170691555704418	7.0	4.0	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CCDC73	21.414305208673383	0.0015451564925227658	0.443508	6.01278e-05	0.83939414418623	49.0	25.0	69.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IGSF3	21.391052357073782	0.0015601451050290937	0.00252381	0.0858397	0.104531492585623	74.0	30.0	107.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
JADE1	21.358959390155004	0.0015810660750730009	0.00221684	0.0622078	0.16687132219411	26.0	8.0	44.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FGF16	12.880572217532128	0.0015959499999999998	0.00159595	NA	NA	2.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PARP15	21.30466511552734	0.0016170869246544507	0.810267	0.403797	7.22702423548993e-05	25.0	24.0	48.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TRPV1	21.206794848366783	0.001684058036715664	0.0631987	0.0200651	0.019581841719354	66.0	29.0	96.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RTEL1	21.1787061706643	0.001703775041749201	0.0156268	0.170849	0.0094323496878377	111.0	68.0	168.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
VPS13A-AS1	12.749424597335844	0.0017041100000000007	0.00170411	NA	NA	2.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TSPAN8	21.155957867452567	0.0017199087805429114	4.98485e-05	0.747529	0.683536923568206	8.0	4.0	19.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
HEPACAM	20.998511850884135	0.001835745743730049	0.0155213	0.0716659	0.0247736749551296	27.0	15.0	21.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PPEF1	12.597305941500085	0.0018387800000000004	0.00183878	NA	NA	13.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RPL5	20.9831208627931	0.0018474706128398697	0.350735	0.0383438	0.0020648996035189	10.0	2.0	8.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RMND5A	20.960453001705286	0.0018648725358660213	0.00161582	0.12155	0.143003780586067	7.0	2.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
EFNA4	20.864606123833564	0.0019402426978787116	0.0027142	0.0343416	0.316115634017555	14.0	10.0	24.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PSG7	20.82936003839884	0.0019687014624783093	0.0080205	0.00786402	0.475462078299863	48.0	22.0	89.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
C3orf33	20.65144773589754	0.0021187008741174224	0.0698326	0.494313	0.0009495872141529	23.0	18.0	34.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NIPA2	20.471830163977245	0.0022814553916584066	0.00458009	0.157634	0.0496677692240565	16.0	5.0	23.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MAPK8	20.38445455810853	0.0023649839318752386	0.637254	0.0183975	0.0031952184305618	9.0	3.0	17.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DYNLL2	12.077632293016135	0.00238438	0.00238438	NA	NA	2.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CCDC103	20.356362212348454	0.002392468679471365	6.63345e-05	0.676079	0.847101017668573	41.0	19.0	21.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SST	20.339798965373106	0.0024088196528561025	0.531201	0.00569972	0.0126519179811323	3.0	4.0	10.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RIN3	20.29398810765621	0.0024546139727581575	0.0411687	0.537381	0.0017716054760547	87.0	40.0	99.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TMEM181	20.224333706815464	0.0025258770053997923	0.0946182	0.398839	0.0010753985212175	38.0	14.0	53.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
EFNB3	20.181583119832574	0.0025706112920936657	0.441457	0.00181945	0.0516174296495442	9.0	5.0	21.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SCAMP3	20.10926879182507	0.002648048261142874	0.00168044	0.060771	0.420928537933365	20.0	5.0	22.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
EBAG9	16.256659024807014	0.002693411154828574	0.686451	NA	0.0004298350276437	6.0	NA	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SPRR2G	19.984395969226448	0.002787161645787181	0.0702939	0.0559648	0.0116308366929885	2.0	2.0	3.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TROVE2	11.754137865013526	0.0028029889962641005	NA	NA	0.0028029889962641	NA	NA	41.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PRTN3	19.92172571741162	0.0028596418488017815	0.0175423	0.00485419	0.554432806845501	21.0	13.0	24.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SMR3A	19.869395954591347	0.0029215692236381806	0.0108554	0.444589	0.0100417856068462	6.0	2.0	12.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SMAD7	19.824683361259247	0.0029755174326697546	0.00068879	0.241651	0.297748289597529	18.0	2.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CDSN	19.81478201239311	0.0029875947358829463	0.0198144	0.386151	0.0065093356477601	32.0	19.0	28.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SORBS3	19.727112943622206	0.0030966373092170545	0.592923	0.000104767	0.837701025191625	56.0	37.0	65.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PCP4L1	19.71091379076414	0.003117206351295334	0.0133019	0.873165	0.0045166813879624	4.0	2.0	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KRTAP21-3	19.666276412731523	0.0031745769764233572	0.0294203	0.0134398	0.135669565556245	5.0	4.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
STEAP1	19.618985834348813	0.003236480734885001	0.0222539	0.295359	0.0083567039083077	9.0	3.0	21.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NDUFAF3	19.514027309851507	0.0033781063810437986	0.000233487	0.619559	0.400163464681528	8.0	5.0	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DBF4	19.513121638594377	0.003379354354668608	0.00379749	0.487598	0.0312766996312416	24.0	10.0	54.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
YIPF6	11.37394511268748	0.00338984	0.00338984	NA	NA	3.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TTYH2	19.484652722466574	0.00341881310162292	0.0168923	0.00428735	0.811117358844405	43.0	22.0	60.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKRD54	19.449408204084378	0.00346828544574136	0.00188715	0.0374084	0.846913616873528	13.0	4.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
C2CD6	15.676955911148843	0.0034847350247861238	0.000539047	0.731418	NA	80.0	33.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LIMK1	19.43699359221176	0.00348587730272646	0.0372233	0.0145242	0.111276479174674	37.0	12.0	54.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KIAA0922	11.284500336025074	0.0035448828431796013	NA	NA	0.0035448828431796	NA	NA	148.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SRP54	15.63023555594	0.003557669436647953	0.0444162	NA	0.0090864883392934	7.0	NA	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RP11-402G3.3	11.277111388784162	0.0035580035414442992	NA	NA	0.0035580035414443	NA	NA	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TRIML1	19.319860843421047	0.0036561955450341377	0.000490869	0.399389	0.32537472729044	26.0	11.0	51.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
AASS	19.27777016072148	0.0037193563447674434	0.254339	0.159759	0.001603271619972	48.0	14.0	82.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF322	15.524950525167803	0.0037275770780342077	0.119703	NA	0.0035538148085201	7.0	NA	5.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SAC3D1	19.243309706140455	0.00377185740641246	0.00192012	0.057155	0.603928868920462	21.0	12.0	23.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MAGEA11	11.156411775540306	0.0037793399999999982	0.00377934	NA	NA	9.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NECAP1	19.141311764142262	0.0039315177664107455	0.38934	0.0393246	0.0045553696489489	9.0	3.0	16.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
