COHORT: META-GROUP1; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
TMEM139	-3.371292874783005	0.0007481627405909607	3.126003923989549	0.185743	0.0103515200383539	0.050925	5.0	22.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
BOLA1	3.3410909032481544	0.0008344989585489205	3.0785742009820254	0.180798	0.0013173145056984	0.216288	3.0	15.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
FAM186B	3.294246183785626	0.000986860253381573	3.0057443422464747	0.0301275	0.0013922024979948	0.733003	29.0	81.0	147.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
C11orf63	3.2735006100423565	0.0010622416134898967	2.9737766890258692	NA	0.0010622416134898	NA	NA	68.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
BEAN1	-3.270444080685297	0.0010737876967212916	2.969081576417355	0.0105342	0.128027102977151	0.112995	19.0	49.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
RIPOR2	3.262540832795766	0.0011041826446497346	2.956959083307171	0.0018959	NA	0.131591	28.0	NA	160.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
C5orf38	-3.2340320634460906	0.0012205575190642403	2.913441749533482	0.151215	0.0460500114739601	0.0299071	12.0	18.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
SMIM19	3.2232715947499044	0.001267353259791573	2.8971023137713865	0.106639	0.222699310182292	0.0059595	3.0	9.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
GDF9	3.221537464693004	0.0012750479115067569	2.8944734957695855	0.0468296	0.0004364251712774	0.940202	7.0	43.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
LOC101928123	3.216834447416954	0.00129613366709548	2.8873502084279616	NA	NA	0.00129614	NA	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
NPRL3	3.209303994658896	0.0013305673146988605	2.875963149175159	0.219101	0.0003915666431376	0.433006	25.0	66.0	158.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
ATP8B2	3.2072799841308837	0.0013399651344499124	2.872906501719524	0.165826	0.0286438527755737	0.047582	21.0	81.0	170.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
DSEL	3.2007766174496886	0.001370577424760119	2.8630964258696037	0.0124232	0.030819045993025	0.376364	22.0	77.0	198.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
FDFT1	-3.19859528313771	0.001380988887928574	2.8598098159403538	0.215035	0.0735459504879885	0.0120439	10.0	67.0	146.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
SEMA4G	-3.1862938128903626	0.0014410816602068294	2.8413114087957387	0.00884544	0.126709581613331	0.169552	26.0	90.0	201.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
OR56B4	3.178805749123786	0.001478831602763929	2.8300812770877495	0.302081	0.0611867984550657	0.00927583	8.0	37.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
IGSF9	3.171347632758352	0.0015173344372158392	2.8189186853770853	0.0189265	0.0348183997385051	0.300439	28.0	107.0	232.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
TMEM9B	3.1467431813070843	0.001650999060132335	2.782253173968858	NA	0.0010257315461657	0.243293	NA	18.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
LBX2	3.1455428705357633	0.0016577889654024833	2.7804707554470767	0.117509	0.419366224307551	0.00210226	15.0	34.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
XKR7	-3.133434975019343	0.0017277319522960898	2.76252363492919	0.000483158	0.580898103462391	0.165971	13.0	44.0	104.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
IPO4	-3.1290869515380306	0.0017535041066817011	2.756093212669782	0.133618	0.775027581507583	0.000279107	27.0	127.0	208.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
ATP1A1-AS1	3.1280305498127725	0.001759818886832214	2.7545320256498993	NA	NA	0.00175982	NA	NA	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
TRMT12	3.1264700213649474	0.0017691854117605273	2.752226650366205	0.0331734	0.571415401452678	0.00654289	10.0	41.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
RNF114	3.117859104451234	0.0018216986860155769	2.7395234549274434	0.750554	0.0002560120421331	0.0392048	6.0	23.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
ITPK1	-3.1095559415782503	0.0018736879973260006	2.727302725252247	0.0939134	0.328382088329361	0.00626776	17.0	32.0	102.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
DPYSL4	3.097942786488642	0.001948690456112043	2.7102571418362245	0.0145918	0.146747130032951	0.140934	18.0	55.0	150.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
PPIP5K2	3.09071211288195	0.0019967712894907595	2.6996716764414685	0.833882	0.0018724650652228	0.0419727	15.0	57.0	133.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
VIT	3.068452395893063	0.0021517060720395945	2.667217054571454	0.00700623	0.224985071627377	0.160083	22.0	88.0	170.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
TINF2	3.0681241703200435	0.0021540709189431734	2.666740002431415	0.122407	0.187930695344994	0.0141803	11.0	34.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
SEPTIN5	3.0636358878488514	0.0021866487134348917	2.660220981055054	0.71969	NA	7.07449e-05	5.0	NA	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
CREBZF	3.058440870083528	0.0022249198272782872	2.6526856337607834	0.53424	0.122378901257506	0.00174233	4.0	26.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
TRRAP	3.0533247632558633	0.0022632086067937733	2.6452754139621937	0.819938	0.0109669615330286	0.0118314	32.0	190.0	438.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
MRPL42	3.0337018816376764	0.0024157301929560115	2.6169515726393473	0.392062	0.230537573865835	0.00137588	7.0	12.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
EVX1-AS	3.0317407463181945	0.0024314793919434563	2.6141294069525456	0.547258	NA	0.000228124	15.0	NA	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
RAP1A	3.0304431715527342	0.0024419513625952923	2.612262990336605	NA	0.312443235681033	0.00105443	NA	6.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
SLC38A5	3.029536764096554	0.0024492909179372226	2.6109596278801126	NA	NA	0.00244929	NA	NA	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
MIER1	3.0259292033790177	0.002478703327732953	2.6057754501739794	0.439898	0.0150672017988916	0.0415564	4.0	29.0	65.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
TKFC	3.02046317447914	0.0025238839749262233	2.5979306138524274	0.00779914	0.114835539179463	0.320159	25.0	46.0	157.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
PNMA3	3.013200734985977	0.0025850786390983578	2.587526240961912	NA	NA	0.00258503	NA	NA	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
LIG3	3.0035517140828856	0.0026684819369335163	2.573735732608061	0.00810369	0.963862733139362	0.00932556	15.0	70.0	157.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
SYT17	3.0024424747583507	0.0026782258525417956	2.5721528020899798	0.178066	0.0188460914674949	0.132303	14.0	51.0	92.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
FAM214B	-2.9934389821078056	0.00275852661965972	2.559322820763502	0.0563723	0.207285370196839	0.0438447	20.0	50.0	108.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
USP8	-2.9901966885572273	0.0027879786071412474	2.554710563011673	0.0554132	0.0490107196792827	0.1953	13.0	60.0	132.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
FNDC4	2.986444500133077	0.0028224206447049842	2.549378259872869	NA	0.0510939518405435	0.0230395	NA	17.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
PARP9	2.967225878983762	0.003005001057933491	2.5221553707645374	0.270396	0.016752720582394	0.09994	26.0	78.0	134.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
ALKBH6	2.960471131615558	0.0030716890771966023	2.5126227466130833	0.0859909	0.0173269928726328	0.302515	6.0	13.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
C9	2.957557998789774	0.0031008640762213288	2.5085172702801852	0.228632	0.0184812251039378	0.118071	13.0	52.0	79.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
PCP4L1	2.952288493646218	0.0031542807870354466	2.501099649360851	NA	0.0095517347337367	0.113303	NA	6.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
ETNK2	-2.9370881121470367	0.0033130995508042337	2.479765514400142	0.402814	0.0742044138804537	0.0136923	19.0	55.0	83.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
SEPT5-GP1BB	2.935959596240869	0.0033251762942018625	2.4781853243249667	0.71969	NA	0.000148717	5.0	NA	105.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
FRMD3	2.9342283452752116	0.0033437811166300885	2.47576215914898	0.540255	0.126709205536914	0.00325472	12.0	47.0	91.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
GPER1	-2.934064190826007	0.003345550107480225	2.47553246115469	0.320191	0.278993128909639	0.00265313	18.0	69.0	92.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
CPLANE2	-2.9336018403730018	0.0033505371536932246	2.4748855618634233	0.018368	NA	0.073353	11.0	NA	64.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
USP6NL	2.9311569939227904	0.0033770206991824035	2.4714662773826084	0.951505	0.0009441725856261	0.0670898	19.0	66.0	164.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
OR51Q1	2.9228862491247636	0.003468031871693451	2.4599169199510205	0.0108113	0.117132747887622	0.343678	10.0	38.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
RPL23	-2.916029342217415	0.003545171582683023	2.4503627405629698	0.0403691	0.293653926379519	0.051103	3.0	9.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
FZD5	-2.9126071668056484	0.0035842518853791625	2.4456014776409547	0.249989	0.0633481568719729	0.0415833	5.0	27.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
CD27-AS1	-2.9079174474806257	0.0036384437153485953	2.4390843389787773	0.0467491	NA	0.0336835	6.0	NA	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
KIF3C	2.9020272927258497	0.0037075623738264214	2.4309115339258063	0.0529764	0.299510472831022	0.0399885	16.0	62.0	112.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
KIF2C	2.8931944815527775	0.0038134508970249985	2.4186818413267637	0.00889171	0.831720665163501	0.00912182	7.0	44.0	104.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
ADRB1	-2.8911414353348612	0.0038384533045189503	2.4158437382961853	0.0262634	0.0607217241183183	0.362933	5.0	16.0	81.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
VPS13D	2.8856061383578475	0.00390660710705643	2.40820026418279	0.969825	0.0382723409953342	0.00387368	77.0	320.0	677.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
WDR92	-2.8787800920740065	0.003992166018963616	2.3987914063574713	0.0453871	0.510972609514499	0.0199217	6.0	25.0	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
LAMB3	-2.8709817980815924	0.004091990864084798	2.3880653445791316	0.297825	0.0190276825667688	0.112607	50.0	172.0	283.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
H2BC21	2.8701832505566025	0.0041023397752110325	2.3869683721519146	NA	NA	0.00410243	NA	NA	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
SQSTM1	-2.870064339527505	0.00410388285288397	2.386805044843657	0.940464	0.0100005004393261	0.0135121	23.0	56.0	159.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
DEXI	2.870032360918676	0.004104297920885324	2.386761122384412	NA	0.0125156383561434	0.118387	NA	7.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
MARC1	-2.8664642607093413	0.004150850242387451	2.3818629351538827	NA	0.0041508502423875	NA	NA	27.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
TFG	-2.8632750456520104	0.004192864235786432	2.377489199748439	0.0244002	0.0676578523585333	0.378161	6.0	25.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
CHSY1	-2.862917189174574	0.004197602548013149	2.37699868518581	0.673053	0.0249294928154982	0.0217753	18.0	68.0	153.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
GPR75	2.8613024239757348	0.004219043827106229	2.3747859631766564	0.385401	0.0195139418205909	0.0797099	11.0	40.0	97.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
NCAPD3	2.8547915975490326	0.004306507769835815	2.3658747648895226	0.264381	0.0036928246409178	0.354823	45.0	145.0	287.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
EPHA5	2.852894180559981	0.004332304528791102	2.363281023301295	0.311255	0.0929175150610957	0.0245398	19.0	52.0	169.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
ZC3H18	2.8514485655556085	0.004352052655102623	2.361305858787318	0.998875	0.0686660326512575	0.00182803	26.0	102.0	200.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
JUP	-2.848737758026395	0.004389304339541231	2.357604305598166	0.182971	0.522065731849281	0.00305306	17.0	72.0	167.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
SYK	-2.8484353896427925	0.004393477326295291	2.3571916105487674	0.100605	0.506731337138803	0.00859459	6.0	36.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
LOC101928068	-2.846973432847829	0.0044137045652961875	2.3551967400360883	0.0162074	NA	0.104799	7.0	NA	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
ZMYND12	2.8373553053858775	0.004548895978879177	2.3420939942131964	0.190853	0.0114039286730106	0.281787	5.0	25.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
RPS27A	2.8362181138330493	0.004565125738342007	2.340547256088925	NA	0.012673320075054	0.128965	NA	3.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
ANKRD6	2.8354819474819375	0.004575660097566401	2.339546244537158	0.553988	0.0098216842882823	0.0823224	23.0	64.0	141.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
CIB2	-2.8353017149942037	0.004578242532830556	2.3393012042608663	0.112652	0.183074187263602	0.0462451	17.0	27.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
ABCC1	-2.8247301313827156	0.004732045309585088	2.3249511056314756	0.0352345	0.34084183051586	0.066592	38.0	145.0	299.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
OR51B2	2.8210083841354043	0.004787295167744721	2.319909794625671	0.115876	NA	0.0156407	9.0	NA	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
CDC26	2.8179199014290974	0.004833586632561165	2.3157304931244505	0.309082	0.0920045527969875	0.0293532	3.0	10.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
HLA-DQB2	-2.812187068909138	0.004920587673784452	2.3079830256390905	0.466003	0.0367128968960799	0.0400817	3.0	16.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
RBM26	2.808339342258364	0.004979772253638677	2.302790518937015	0.495712	0.0818319958156027	0.0145745	13.0	35.0	129.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP1
 
COHORT: META-GROUP1; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	9.887466111709266	4.7181895780679894e-23	22.32622461303611	1.21058e-05	1.23743257136136e-07	8.51999e-14	17.0	18.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
P2RY10	4.135326419882734	3.5445044892598045e-05	4.45044446925989	NA	NA	3.54451e-05	NA	NA	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
STK38L	4.1342015176542555	3.561908393212512e-05	4.4483172541130624	NA	0.0001667716361832	0.0373442	NA	11.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
ZNF184	3.907766310387973	9.31533398874976e-05	4.030801569445062	0.047245	0.0058553254772467	0.0425017	5.0	33.0	84.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
LSR	3.7314683776466664	0.00019036690924193635	3.7204085411542573	0.050274	0.0172658535488151	0.0336307	25.0	72.0	149.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
NUP210	3.702331401165321	0.0002136273205878029	3.670343206597696	0.0708268	0.0149254576408459	0.0298666	59.0	199.0	370.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
IRX6	3.6587067722556483	0.0002534911745559799	3.5960371562847233	0.151714	0.190565384718304	0.000324811	12.0	49.0	107.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
UMODL1	-3.5732776626802654	0.00035254059101209114	3.452790871757207	0.0157957	0.0317920839346485	0.103422	68.0	180.0	348.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
PARP9	3.5538384088930837	0.00037965240555065265	3.42061384400399	0.101108	0.016752720582394	0.0336845	27.0	78.0	135.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
LAT	3.5501249029716204	0.00038504841765601164	3.414484656988301	0.546265	0.0005253972822846	0.0376945	11.0	24.0	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
SDR16C5	-3.549175628775148	0.00038643924428399573	3.4129187758628117	0.0272457	0.0428802683518319	0.0555556	6.0	38.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
RP11-548K23.11	3.5159999845321317	0.0004381010097339117	3.3584257458600333	NA	0.0004381010097339	NA	NA	29.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
RNF114	3.4938935398531945	0.00047603080540856195	3.3223649418466157	0.168915	0.0002560120421331	0.307855	9.0	23.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
PPFIBP2	3.4609898026933372	0.0005381931980383991	3.2690617953739305	0.564391	0.0096942680878741	0.00462977	47.0	105.0	212.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
KBTBD13	-3.375960366576533	0.000735585147558449	3.1333670483280986	0.00961947	0.408341038379032	0.0150445	14.0	23.0	131.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
LRRK2	3.366339556323141	0.0007617287981701114	3.1181996250158504	0.0024996	0.0502074479199019	0.395826	56.0	179.0	395.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
OR51I1	3.353379659409487	0.000798311202619825	3.097827776275941	0.379239	0.011547129402261	0.0162507	14.0	36.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
STIMATE	3.3404094772047372	0.0008365494728743574	3.0775083701098374	0.0973217	NA	0.00216889	6.0	NA	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
ADORA1	3.3186672575414216	0.0009044813692480448	3.043600374427274	0.141156	0.0020121481610491	0.234768	7.0	27.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
ASPSCR1	3.3014814795973235	0.000961756841032358	3.0169347158482465	0.662753	0.0792234611149891	0.000420296	41.0	92.0	201.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
MAGT1	3.259496707226656	0.0011161007610322687	2.9522965957345226	NA	NA	0.00111613	NA	NA	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
ZNF433-AS1	3.257989102885313	0.001122047149402985	2.94998889326229	0.433162	NA	0.000131465	31.0	NA	159.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
IPO4	-3.2368823979457915	0.001208432006110975	2.917777780673413	0.0275843	0.722205463198752	0.00230542	30.0	128.0	209.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
C5orf38	-3.2340320634460906	0.0012205575190642403	2.913441749533482	0.151215	0.0460500114739601	0.0299071	12.0	18.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
PEBP4	-3.226172671135703	0.0012545764391669288	2.901502872733542	0.172283	0.132201599735495	0.00657749	5.0	20.0	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
SMIM19	3.2232715947499044	0.001267353259791573	2.8971023137713865	0.106639	0.222699310182292	0.0059595	3.0	9.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
IQCF3	3.218918391786659	0.0012867510031754153	2.89050548449347	0.0723031	0.0578301678625724	0.0599526	13.0	22.0	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
LOC101928123	3.216834447416954	0.00129613366709548	2.8873502084279616	NA	NA	0.00129614	NA	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
PTGDR	-3.2149923630816173	0.0013044799264216144	2.884562599516156	0.180814	0.0661833778255633	0.0167066	15.0	38.0	81.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
DCDC2C	3.2025939092584164	0.0013619588622187915	2.8658360100305704	3.77936e-05	0.675108215684952	0.313769	10.0	18.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP1
