COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
KIF2C	3.440468689597522	0.0005807076218441152	3.2360424737718794	0.00889171	0.831720665163501	0.00665668	0.296609	0.125488	7.0	44.0	33.0	20.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
TMEM9B	3.432244161439095	0.0005986083712114333	3.2228572140820093	NA	0.0010257315461657	0.027599	0.0741663	0.683706	NA	18.0	5.0	7.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
FDFT1	-3.411070623174675	0.0006470832880434652	3.1890398163796587	0.215035	0.0735459504879885	0.0884479	0.186381	0.115693	10.0	67.0	43.0	32.0	126.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
RIPOR2	3.370639748207058	0.0007499385793347306	3.1249743042727145	0.0018959	NA	0.250476	0.0608402	0.540963	28.0	NA	44.0	35.0	139.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
TRRAP	3.3484375694918977	0.0008126858832079453	3.090077284111005	0.819938	0.0109669615330286	0.458521	0.0275569	0.0765381	32.0	190.0	116.0	92.0	372.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
CEP85L	3.3451254000452635	0.0008224537571590231	3.0848885110986464	0.0609427	0.893738259963688	0.0305296	0.0253088	0.283437	17.0	56.0	39.0	25.0	121.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
ATP1A1-AS1	3.343134360831769	0.0008283778051649516	3.0817715457316486	NA	NA	0.0493026	NA	0.00574592	NA	NA	10.0	NA	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
ENDOU	-3.3282836506454028	0.0008738284671633308	3.058573811159332	0.0169943	0.112827256736117	0.248625	0.940444	0.0249996	13.0	35.0	21.0	18.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
USP6NL	3.303001003053519	0.0009565604568128265	3.0192875763628066	0.951505	0.0009441725856261	0.0240822	0.288184	0.411096	19.0	66.0	42.0	40.0	145.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
RAP1A	3.302874699140544	0.0009569913911460059	3.019091969009574	NA	0.312443235681033	0.00861221	0.482481	0.0234364	NA	6.0	7.0	3.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
ZNF777	3.3019744878008512	0.0009600680199140729	3.017697996515794	0.760909	0.322945500168009	0.0254147	0.0158835	0.0401028	12.0	56.0	28.0	20.0	99.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
NOP53	3.295272996153002	0.0009832610836239852	3.0073311493884867	0.0125628	NA	0.00970228	0.640576	0.0482396	28.0	NA	47.0	34.0	119.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	9.398084580541672	5.556535143799108e-21	20.25519593449543	1.21058e-05	1.23743257136136e-07	0.000312011	0.209347	8.54366e-11	17.0	18.0	32.0	24.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
LSR	4.388561701887937	1.1410276379431965e-05	4.942703835984194	0.050274	0.0172658535488151	0.00310709	0.0270323	0.759226	25.0	72.0	44.0	35.0	125.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
ZNF777	4.250140511633207	2.1363645506075087e-05	4.670324637032837	0.610538	0.322945500168009	0.00255789	0.000578957	0.121576	13.0	56.0	29.0	22.0	101.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
SEPTIN5	3.9649256668540374	7.341882234676517e-05	4.134192585950301	0.71969	NA	0.239243	0.000220466	0.00693884	5.0	NA	20.0	8.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
STK38L	3.926713229551995	8.611455107326427e-05	4.064923458106338	NA	0.0001667716361832	0.176111	0.135247	0.21416	NA	11.0	8.0	6.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
NUP210	3.8285691089097145	0.0001288904401297199	3.889779293297311	0.0708268	0.0149254576408459	0.0239062	0.380257	0.236374	59.0	199.0	119.0	80.0	324.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
IPO4	-3.7937243510555576	0.00014840441788219335	3.828553170261173	0.0275843	0.722205463198752	0.0994934	0.0274763	0.0382318	30.0	128.0	62.0	44.0	186.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
IRX6	3.760388880937166	0.00016964942113662177	3.7704476178791633	0.151714	0.190565384718304	0.116786	0.296839	0.00225489	12.0	49.0	39.0	24.0	90.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
TRMT12	3.6267540713325945	0.0002870064073582702	3.5421084076239215	0.0331734	0.571415401452678	0.0249384	0.14095	0.0892997	10.0	41.0	17.0	18.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
PUS7L	3.607743981925045	0.00030887104210116197	3.51022280663928	0.968695	0.106822182021625	0.0234753	0.0366315	0.0394151	27.0	71.0	45.0	28.0	106.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
EEA1	3.600579957462877	0.00031750816658659823	3.4982450997959957	0.605938	0.0384040900142764	2.80507e-06	0.688026	0.704963	27.0	84.0	50.0	34.0	149.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
RP11-548K23.11	3.5159999845321317	0.0004381010097339117	3.3584257458600333	NA	0.0004381010097339	NA	NA	NA	NA	29.0	NA	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
P2RY10	3.4554523826124055	0.0005493702200888973	3.260134886236163	NA	NA	NA	0.27074	0.000153462	NA	NA	NA	6.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
OR51I1	3.4458808071922884	0.0005692013594919085	3.24473407130889	0.379239	0.011547129402261	0.253705	0.178041	0.0699817	14.0	36.0	20.0	16.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
TMEM9B	3.432244161439095	0.0005986083712114333	3.2228572140820093	NA	0.0010257315461657	0.027599	0.0741663	0.683706	NA	18.0	5.0	7.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
PTGDR	-3.3791311919737663	0.0007271529917275719	3.1383742047217376	0.180814	0.0661833778255633	0.364753	0.116802	0.0566713	15.0	38.0	27.0	20.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
ASPSCR1	3.360453611575345	0.0007781459689300615	3.1089389280043584	0.662753	0.0792234611149891	0.120404	0.433618	0.00281938	41.0	92.0	61.0	42.0	180.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
TRRAP	3.3484375694918977	0.0008126858832079453	3.090077284111005	0.819938	0.0109669615330286	0.458521	0.0275569	0.0765381	32.0	190.0	116.0	92.0	372.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
CGN	3.3468107660963953	0.0008174699369471586	3.087528209870161	0.0410143	0.0699483898157882	0.139921	0.0252062	0.931259	46.0	132.0	94.0	62.0	231.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
ATP1A1-AS1	3.343134360831769	0.0008283778051649516	3.0817715457316486	NA	NA	0.0493026	NA	0.00574592	NA	NA	10.0	NA	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
RNF114	3.3116492862862064	0.0009274773954055976	3.0326966662630457	0.168915	0.0002560120421331	0.0475803	0.827578	0.86163	9.0	23.0	14.0	10.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
RAP1A	3.302874699140544	0.0009569913911460059	3.019091969009574	NA	0.312443235681033	0.00861221	0.482481	0.0234364	NA	6.0	7.0	3.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
REXO4	3.297284970766505	0.0009762439511398626	3.0104416440183237	0.582681	0.13199522202275	0.00880674	0.195374	0.160647	12.0	42.0	21.0	15.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
VIT	3.2788527394054805	0.0010423001085506567	2.982007217003836	0.00934457	0.907674093058176	0.0528601	0.0196849	0.72768	27.0	91.0	55.0	40.0	152.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
LRRK2	3.2788285804296793	0.0010423893389578972	2.9819700390217125	0.0024996	0.0502074479199019	0.219341	0.305043	0.923404	56.0	179.0	120.0	72.0	336.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.001; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
B3GNT3	3.7627128962512324	0.0001680801193944059	3.7744836521042857	NA	0.0004551017125469	NA	NA	0.0694624	NA	3.0	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
TRAPPC3L	3.1849662598008823	0.001447708862241906	2.8393187670301763	0.598795	0.0020760267795094	NA	0.427672	0.0486686	3.0	4.0	NA	3.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
LNPK	3.1818479520058554	0.00146338622340258	2.8346410378145857	NA	0.0538706987442293	NA	NA	0.0101133	NA	3.0	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
GLIPR2	3.1806096636147028	0.0014696550315069327	2.8327845941598433	NA	NA	NA	NA	0.00146969	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
RP11-400G3.5	3.112899632413066	0.0018525900862235362	2.732220664321094	NA	0.0018525900862235	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
NOC2L	3.056221764227844	0.0022414540542561086	2.6494701589563636	NA	0.0022414540542561	NA	NA	NA	NA	15.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
SLC17A1	-3.042402310276703	0.002346979837439067	2.629490641345833	NA	0.002346979837439	NA	NA	NA	NA	12.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
CAPN10	3.0319251184535547	0.002429994771146659	2.614394660913867	NA	0.0111847897236652	0.00229306	0.104039	0.250972	NA	6.0	4.0	4.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
ZNF587B	3.0318646066294477	0.002430481939366744	2.6143076017700624	NA	0.0024304819393667	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
FLYWCH1	2.936758424137387	0.0033166235494450176	2.479303819911572	NA	0.0698803743089678	0.407921	NA	0.0144303	NA	14.0	3.0	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
LY6K	2.9354628482829033	0.0033305049089437312	2.4774899218853377	NA	0.0033305049089437	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
USP13	2.910664026056153	0.00360661604781899	2.442900089228362	NA	0.0036066160478189	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
MEI1	2.899569861415407	0.0037367506235431256	2.4275058843373882	NA	0.0037367506235431	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
ULK4	2.8658699138572463	0.004158650953848306	2.3810475295458744	NA	0.253991440943902	0.00106552	0.217623	0.931843	NA	17.0	12.0	7.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
RBL1	2.831126438613091	0.0046384380920996855	2.3336282354314783	NA	0.244680528448671	0.262794	0.0144355	0.350905	NA	15.0	6.0	4.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
KCNA3	2.8215579821243355	0.004779099739915238	2.3206539056493667	NA	0.0599642476389752	NA	NA	0.0349244	NA	3.0	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
KIN	2.806766914058083	0.005004143607014746	2.3006702355815043	NA	0.0050041436070147	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
PDYN-AS1	2.7658501901072947	0.005677461014493447	2.2458458392744096	NA	NA	NA	0.0790736	0.031129	NA	NA	NA	4.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
ALG8	2.758586659796047	0.005805191079041957	2.2361834807991734	NA	0.0058051910790419	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
ING1	2.6961686032346885	0.007014215341954678	2.1540209050660035	NA	0.0543741447748026	0.562926	NA	0.0301918	NA	7.0	4.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
TOX2	2.694330660905949	0.007053015571577561	2.1516251573233065	NA	0.0070530155715774	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
ANKRD35	2.6913700372967484	0.00711592176560694	2.14776883531436	0.23589	0.0087710527736246	NA	NA	NA	3.0	11.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
FER1L5	2.6816216155770527	0.00732662781441824	2.1350958696388114	NA	0.0073266278144184	NA	NA	NA	NA	16.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
PRMT2	2.6617244320344113	0.007774149496645693	2.1093471121554823	NA	0.0077741494966456	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
ASPDH	2.650703451132342	0.008032433335630937	2.095152870144669	NA	0.008032433335631	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.01; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
SOAT2	3.9084281839884847	9.28985531830339e-05	4.031991049725601	NA	0.0217959810802337	0.0498089	0.00736437	0.378072	NA	8.0	6.0	7.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
B3GNT3	3.7627128962512324	0.0001680801193944059	3.7744836521042857	NA	0.0004551017125469	NA	NA	0.0694624	NA	3.0	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
TRAPPC3L	3.1849662598008823	0.001447708862241906	2.8393187670301763	0.598795	0.0020760267795094	NA	0.427672	0.0486686	3.0	4.0	NA	3.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
LNPK	3.1818479520058554	0.00146338622340258	2.8346410378145857	NA	0.0538706987442293	NA	NA	0.0101133	NA	3.0	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
GLIPR2	3.1806096636147028	0.0014696550315069327	2.8327845941598433	NA	NA	NA	NA	0.00146969	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PHKB	-3.14599314720392	0.001655238839448525	2.7811393316944995	0.038219	0.112281879679084	0.0906565	0.281883	0.544453	5.0	14.0	16.0	11.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
RP11-400G3.5	3.112899632413066	0.0018525900862235362	2.732220664321094	NA	0.0018525900862235	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
NOC2L	3.056221764227844	0.0022414540542561086	2.6494701589563636	NA	0.0022414540542561	NA	NA	NA	NA	15.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
SLC17A1	-3.042402310276703	0.002346979837439067	2.629490641345833	NA	0.002346979837439	NA	NA	NA	NA	12.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CAPN10	3.0319251184535547	0.002429994771146659	2.614394660913867	NA	0.0111847897236652	0.00229306	0.104039	0.250972	NA	6.0	4.0	4.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ZNF587B	3.0318646066294477	0.002430481939366744	2.6143076017700624	NA	0.0024304819393667	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
FLYWCH1	2.936758424137387	0.0033166235494450176	2.479303819911572	NA	0.0698803743089678	0.407921	NA	0.0144303	NA	14.0	3.0	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
LY6K	2.9354628482829033	0.0033305049089437312	2.4774899218853377	NA	0.0033305049089437	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
USP13	2.910664026056153	0.00360661604781899	2.442900089228362	NA	0.0036066160478189	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
MEI1	2.899569861415407	0.0037367506235431256	2.4275058843373882	NA	0.0037367506235431	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
NME3	-2.887023948307068	0.003889046280325539	2.4101568886420983	NA	0.043064465862484	NA	NA	0.0394194	NA	5.0	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
RBL1	2.831126438613091	0.0046384380920996855	2.3336282354314783	NA	0.244680528448671	0.262794	0.0144355	0.350905	NA	15.0	6.0	4.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
KCNA3	2.8215579821243355	0.004779099739915238	2.3206539056493667	NA	0.0599642476389752	NA	NA	0.0349244	NA	3.0	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
KIN	2.806766914058083	0.005004143607014746	2.3006702355815043	NA	0.0050041436070147	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PDYN-AS1	2.7658501901072947	0.005677461014493447	2.2458458392744096	NA	NA	NA	0.0790736	0.031129	NA	NA	NA	4.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
IGFLR1	2.760877841505794	0.005764623384831412	2.239229060829356	NA	0.181306001493002	0.145505	NA	0.0466317	NA	7.0	3.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ALG8	2.758586659796047	0.005805191079041957	2.2361834807991734	NA	0.0058051910790419	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ING1	2.6961686032346885	0.007014215341954678	2.1540209050660035	NA	0.0543741447748026	0.562926	NA	0.0301918	NA	7.0	4.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
TOX2	2.694330660905949	0.007053015571577561	2.1516251573233065	NA	0.0070530155715774	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ANKRD35	2.6913700372967484	0.00711592176560694	2.14776883531436	0.23589	0.0087710527736246	NA	NA	NA	3.0	11.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.001; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	8.08325427950559	6.306094524904148e-16	15.20023952370283	0.013579	0.0664078248262314	6.66843e-06	0.00126106	1.52088e-09	15.0	19.0	35.0	26.0	87.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP3
SEPT5-GP1BB	4.030623611488575	5.56290639510714e-05	4.254698247704411	0.71969	NA	0.444844	3.22584e-05	0.0054121	5.0	NA	37.0	17.0	98.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP3
SEPTIN5	3.864776450574089	0.0001111909900536545	3.953930402758568	0.87292	NA	0.123177	0.000541387	0.0102099	6.0	NA	22.0	10.0	56.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP3
