COHORT: META-GROUP3; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
KNOP1	30.288478971916234	0.0007683274562075629	3.1144536470066466	0.0243794	0.925188902754562	0.861288	0.0312185	0.000436643	17.0	39.0	30.0	20.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
DSEL	30.268356886118802	0.0007741884402535442	3.1111533176096473	0.0124232	0.030819045993025	0.00142626	0.651404	0.751983	22.0	77.0	61.0	39.0	166.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
OR2T8	30.091446185215048	0.0008276271284539503	3.0821652822103185	0.0177751	0.0061363430128891	0.145781	0.253281	0.0725605	5.0	5.0	18.0	12.0	51.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
STK38L	29.98907525750818	0.0008601729437994927	3.0654142220276603	0.36156	0.0001667716361832	0.176111	0.135247	0.21416	2.0	11.0	8.0	6.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
XKR7	29.669919318491843	0.0009698386592647104	3.013300508227603	0.000483158	0.580898103462391	0.136504	0.413878	0.0227537	13.0	44.0	30.0	20.0	89.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
MON1B	29.485449477844263	0.0010393070735208048	2.983256116896749	0.0152072	0.285237017453366	0.0283893	0.743472	0.00432157	19.0	55.0	34.0	19.0	107.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
C11orf63	13.694747748088494	0.0010622416134898	2.9737766890259087	NA	0.0010622416134898	NA	NA	NA	NA	68.0	NA	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
ADORA1	29.35005916491405	0.0010933479861365977	2.9612415906522274	0.500647	0.0005856064517807	0.494139	0.341996	0.00854492	6.0	26.0	15.0	8.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
MET	29.07422743109642	0.0012120274003925749	2.9164875619314605	0.0267918	0.0454807865751501	0.717779	0.477655	0.00116326	24.0	97.0	52.0	44.0	165.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
C12orf60	28.867828785695743	0.0013089264980034798	2.8830847403153617	0.39908	0.0177891269492137	0.00135261	0.229543	0.244444	7.0	24.0	26.0	16.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
FERMT2	28.509896188464516	0.0014950820991765517	2.8253349583493423	0.0749614	0.704221221468641	0.00836165	0.129851	0.0112427	12.0	43.0	22.0	21.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
H2BC21	25.046422800554694	0.0015266469732174884	2.81626137899405	0.00635946	NA	0.404665	0.825668	0.00171363	2.0	NA	2.0	4.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
NOP53	24.97874421650958	0.0015675027773337678	2.804791681004639	0.0125628	NA	0.00970228	0.640576	0.0482396	28.0	NA	47.0	34.0	119.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
BMP2K	28.30498384335604	0.0016129599839203636	2.7923764069310306	0.0500902	0.727224912222061	0.050546	0.00663647	0.0584259	25.0	83.0	58.0	40.0	166.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 2
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	120.0927271454132	4.845490930964446e-21	20.314662214937744	1.21058e-05	1.23743257136136e-07	0.000312011	0.209347	8.54366e-11	17.0	18.0	32.0	24.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
PPFIBP2	35.19885021209943	0.00011547395020994115	3.937515977296199	0.564391	0.0096942680878741	0.0571223	0.327853	0.000221864	47.0	105.0	68.0	55.0	190.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
EEA1	34.536379194791664	0.00014976970002742357	3.8245760400538735	0.605938	0.0384040900142764	2.80507e-06	0.688026	0.704963	27.0	84.0	50.0	34.0	149.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
ZNF777	34.30751413800742	0.00016379995737057735	3.785686215602007	0.610538	0.322945500168009	0.00255789	0.000578957	0.121576	13.0	56.0	29.0	22.0	101.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
CAMP	34.02739603017471	0.00018273495301339258	3.7381783741090606	0.00960337	0.0339295897742974	0.0207714	0.0306018	0.197165	6.0	13.0	11.0	6.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
SEPTIN5	30.29919591560931	0.00018711902636992433	3.727882050942754	0.71969	NA	0.239243	0.000220466	0.00693884	5.0	NA	20.0	8.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
TOM1	33.5832205632064	0.0002172422522843516	3.6630557032574482	0.156181	0.0241087968899287	0.131327	0.179445	0.000574655	25.0	60.0	42.0	28.0	95.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
LSR	33.419078089794	0.0002315471685279404	3.635360525403017	0.050274	0.0172658535488151	0.00310709	0.0270323	0.759226	25.0	72.0	44.0	35.0	125.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
PANK4	32.718127102932655	0.00030373732629435714	3.5175018343327475	0.0674404	0.0008613712803947	0.527016	0.206759	0.0124151	25.0	60.0	47.0	34.0	149.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
DCAF1	32.207668796819775	0.00036974139847003256	3.4321019204830705	0.616782	0.0002538026319691	0.136336	0.261	0.0182102	10.0	66.0	25.0	17.0	79.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
RP11-548K23.11	15.466122116689498	0.00043810100973390025	3.358425745860045	NA	0.0004381010097339	NA	NA	NA	NA	29.0	NA	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
P2RY10	23.583442824056597	0.0006228658576071714	3.205605474326038	NA	NA	0.182124	0.27074	0.000153462	NA	NA	2.0	6.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
KIF9	30.29937839277541	0.0007651708395229836	3.116241589187829	0.52083	0.939718819171644	1.18327e-05	0.0502888	0.904325	27.0	83.0	49.0	36.0	125.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
NCAM1	30.025073785450164	0.0008485886981892168	3.0713027566216584	0.103627	0.432055904100879	0.00138371	0.547451	0.00890707	23.0	83.0	52.0	41.0	127.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
STK38L	29.98907525750818	0.0008601729437994927	3.0654142220276603	0.36156	0.0001667716361832	0.176111	0.135247	0.21416	2.0	11.0	8.0	6.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
CENPF	29.543709176137206	0.001016860409308973	2.99273866126381	0.137671	0.191548919272409	0.00262304	0.247214	0.0224732	75.0	251.0	136.0	102.0	392.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
SQSTM1	29.508022079329915	0.0010305535557749714	2.9869294338962455	0.00245492	0.0287300902708776	0.531967	0.312799	0.0333342	27.0	57.0	46.0	37.0	145.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
IDUA	29.40078277759261	0.0010727890950674186	2.9694856497501525	0.336791	0.0206656637346275	0.00028152	0.703438	0.299472	95.0	53.0	144.0	99.0	376.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
ABCC3	29.101167597548386	0.0011999056639093746	2.9208528966640994	0.060822	0.259520987754858	0.244689	0.450639	0.000275477	62.0	161.0	113.0	89.0	307.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
ZBTB37	28.916363890868304	0.0012854854332230842	2.8909328403020833	0.237411	0.064574007728671	0.0119076	0.083436	0.0345267	8.0	30.0	19.0	12.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
CRTAC1	28.734516279820006	0.0013754684569362052	2.861549364660429	0.00229725	0.62984553027736	0.885064	0.70375	0.000639063	28.0	78.0	52.0	43.0	133.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
FAM187A	28.393707289308992	0.0015608543361419367	2.806637624779694	0.701053	0.253760897150623	3.01198e-05	0.416558	0.305972	14.0	59.0	25.0	26.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
CATSPERG	27.977622590818207	0.001820200679440637	2.739880727856076	0.236296	0.599719450810404	0.00799652	0.0463249	0.0160183	42.0	105.0	70.0	55.0	188.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
C7orf57	27.893747387104305	0.0018773180627272162	2.7264621412384535	0.632278	0.576188011568048	0.0494554	6.44431e-05	0.755244	8.0	29.0	13.0	12.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
L3HYPDH	27.695040077401305	0.0020196467436399738	2.6947245863475255	0.50077	0.0023593356577296	0.00749955	0.750177	0.145704	10.0	35.0	25.0	16.0	67.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
B3GNT3	20.723918599878566	0.0003591794520504065	3.4446885164267163	NA	0.0004551017125469	NA	NA	0.0694624	NA	3.0	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
CAPN10	28.43294388583221	0.0003985561534426236	3.399510481263571	NA	0.0111847897236652	0.00229306	0.104039	0.250972	NA	6.0	4.0	4.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
RP11-400G3.5	12.58234114487212	0.0018525900862234994	2.7322206643211024	NA	0.0018525900862235	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
NOC2L	12.201260984690983	0.002241454054256101	2.6494701589563654	NA	0.0022414540542561	NA	NA	NA	NA	15.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
SLC17A1	12.109251905860592	0.002346979837439001	2.6294906413458454	NA	0.002346979837439	NA	NA	NA	NA	12.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ZNF587B	12.039331424673557	0.0024304819393666977	2.614307601770071	NA	0.0024304819393667	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
SPINK4	11.527895277543545	0.003138696669075201	2.5032506534978585	NA	0.0031386966690752	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
LY6K	11.409262724352342	0.0033305049089436974	2.477489921885342	NA	0.0033305049089437	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
USP13	11.24997065826215	0.0036066160478188994	2.4429000892283725	NA	0.0036066160478189	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ZSCAN25	25.63762137272032	0.004259382022896428	2.370653406417112	0.437493	0.635566161878225	0.918088	0.0456779	0.000232348	3.0	3.0	2.0	2.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
AUNIP	22.17212091536555	0.004606796528874934	2.336600969066678	NA	0.0531067474261586	0.00096005	0.461766	0.650908	NA	8.0	4.0	7.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
KIN	10.59497797669016	0.0050041436070147015	2.3006702355815083	NA	0.0050041436070147	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ANGEL2	18.089574792565266	0.006012199165307964	2.2209666410323115	NA	0.0095470924663894	0.0251551	NA	0.491362	NA	2.0	2.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
LONP2	24.227379464373538	0.007019196176678765	2.1537126194971092	0.260053	0.0004014093550155	0.256535	0.405915	0.504499	4.0	11.0	7.0	4.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ACSL6	17.694058335901516	0.0070440185608428305	2.1521795083462996	NA	0.222139196080391	0.0237973	NA	0.0272039	NA	4.0	2.0	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
TOX2	9.908600025927273	0.0070530155715774	2.1516251573233163	NA	0.0070530155715774	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
FER1L5	9.832479843086926	0.007326627814418405	2.1350958696388016	NA	0.0073266278144184	NA	NA	NA	NA	16.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
PRMT2	9.71390243279853	0.007774149496645596	2.1093471121554876	NA	0.0077741494966456	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ASPDH	9.648535532677593	0.008032433335630997	2.095152870144666	NA	0.008032433335631	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
CYP2C18	9.56689010438932	0.008367124079129101	2.077423790655553	NA	0.0083671240791291	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
AQP6	9.426103677180913	0.008977338346068989	2.046852406423811	NA	0.008977338346069	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
RIPK2	9.422777695051137	0.00899228	2.046130178580875	NA	NA	NA	NA	0.00899228	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
OTUD7B	9.412404609814745	0.009039040000000003	2.043877691741637	NA	NA	NA	NA	0.00903904	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
TRAPPC3L	23.452182376256463	0.009195101572568967	2.0364434690183373	0.598795	0.0020760267795094	0.312286	0.427672	0.0486686	3.0	4.0	2.0	3.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
NRBF2	9.21766978566168	0.009963420000000004	2.0015915619595988	NA	NA	NA	NA	0.00996342	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.01; NUMVAR >= 2
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
B3GNT3	20.723918599878566	0.0003591794520504065	3.4446885164267163	NA	0.0004551017125469	NA	NA	0.0694624	NA	3.0	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CAPN10	28.43294388583221	0.0003985561534426236	3.399510481263571	NA	0.0111847897236652	0.00229306	0.104039	0.250972	NA	6.0	4.0	4.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SOAT2	25.418727348222625	0.0013197852288585263	2.8794967366051525	NA	0.0217959810802337	0.0498089	0.00736437	0.378072	NA	8.0	6.0	7.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
RP11-400G3.5	12.58234114487212	0.0018525900862234994	2.7322206643211024	NA	0.0018525900862235	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
NOC2L	12.201260984690983	0.002241454054256101	2.6494701589563654	NA	0.0022414540542561	NA	NA	NA	NA	15.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SLC17A1	12.109251905860592	0.002346979837439001	2.6294906413458454	NA	0.002346979837439	NA	NA	NA	NA	12.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ZNF587B	12.039331424673557	0.0024304819393666977	2.614307601770071	NA	0.0024304819393667	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SPINK4	11.527895277543545	0.003138696669075201	2.5032506534978585	NA	0.0031386966690752	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LY6K	11.409262724352342	0.0033305049089436974	2.477489921885342	NA	0.0033305049089437	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
USP13	11.24997065826215	0.0036066160478188994	2.4429000892283725	NA	0.0036066160478189	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ZSCAN25	25.63762137272032	0.004259382022896428	2.370653406417112	0.437493	0.635566161878225	0.918088	0.0456779	0.000232348	3.0	3.0	2.0	2.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CMYA5	22.233433551094553	0.004501300166998306	2.3466620253809185	NA	0.0554334644759755	0.181343	0.0591975	0.0249744	NA	34.0	6.0	2.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
KIN	10.59497797669016	0.0050041436070147015	2.3006702355815083	NA	0.0050041436070147	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ANGEL2	18.089574792565266	0.006012199165307964	2.2209666410323115	NA	0.0095470924663894	0.0251551	NA	0.491362	NA	2.0	2.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LONP2	24.227379464373538	0.007019196176678765	2.1537126194971092	0.260053	0.0004014093550155	0.256535	0.405915	0.504499	4.0	11.0	7.0	4.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ACSL6	17.694058335901516	0.0070440185608428305	2.1521795083462996	NA	0.222139196080391	0.0237973	NA	0.0272039	NA	4.0	2.0	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TOX2	9.908600025927273	0.0070530155715774	2.1516251573233163	NA	0.0070530155715774	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FER1L5	9.832479843086926	0.007326627814418405	2.1350958696388016	NA	0.0073266278144184	NA	NA	NA	NA	16.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PRMT2	9.71390243279853	0.007774149496645596	2.1093471121554876	NA	0.0077741494966456	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ASPDH	9.648535532677593	0.008032433335630997	2.095152870144666	NA	0.008032433335631	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CYP2C18	9.56689010438932	0.008367124079129101	2.077423790655553	NA	0.0083671240791291	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
AQP6	9.426103677180913	0.008977338346068989	2.046852406423811	NA	0.008977338346069	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
RIPK2	9.422777695051137	0.00899228	2.046130178580875	NA	NA	NA	NA	0.00899228	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
OTUD7B	9.412404609814745	0.009039040000000003	2.043877691741637	NA	NA	NA	NA	0.00903904	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
HAGH	20.330582020814695	0.00915514964072142	2.0383345527704266	NA	0.715481589201056	0.00233755	0.424729	0.054175	NA	3.0	2.0	4.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	91.8181533101677	2.3333215205513885e-15	14.632025413379264	0.013579	0.0664078248262314	6.66843e-06	0.00126106	1.52088e-09	15.0	19.0	35.0	26.0	87.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP3
TREML1	37.9936517652229	3.8048397512060824e-05	4.419663629729803	0.33677	0.376818351378811	0.884491	0.00443467	1.12918e-05	9.0	38.0	19.0	15.0	66.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP3
SEPT5-GP1BB	33.39963302045242	5.2168821403703545e-05	4.282588974733439	0.71969	NA	0.444844	3.22584e-05	0.0054121	5.0	NA	37.0	17.0	98.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP3
MTMR7	35.782712781828565	9.172788544768997e-05	4.037498617927973	0.116179	0.388286145916615	0.0476354	0.240207	3.28918e-05	22.0	72.0	48.0	34.0	150.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP3
FIBCD1	32.309480972955996	0.0003555447943067739	3.4491056756804235	0.529513	0.0185951851627067	9.87482e-05	0.155535	0.637457	31.0	95.0	60.0	37.0	158.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP3
