COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
USP25	3.4690512486652607	0.0005222998120249344	3.2820801304650327	0.779995	0.108155520796869	0.365403	0.00371097	0.0389881	14.0	66.0	48.0	27.0	120.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
H2BC21	3.4590261805701434	0.0005421322056948432	3.265894792424069	0.00635946	NA	0.404665	0.825668	0.00171363	2.0	NA	2.0	4.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
KIF2C	3.440468689597522	0.0005807076218441152	3.2360424737718794	0.00889171	0.831720665163501	0.00665668	0.296609	0.125488	7.0	44.0	33.0	20.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
FDFT1	-3.411070623174675	0.0006470832880434652	3.1890398163796587	0.215035	0.0735459504879885	0.0884479	0.186381	0.115693	10.0	67.0	43.0	32.0	126.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
RIPOR2	3.3706397482070574	0.000749938579334732	3.124974304272714	0.0018959	NA	0.250476	0.0608402	0.540963	28.0	NA	44.0	35.0	139.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
TRRAP	3.348437569491898	0.0008126858832079431	3.0900772841110062	0.819938	0.0109669615330286	0.458521	0.0275569	0.0765381	32.0	190.0	116.0	92.0	372.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
CEP85L	3.3451254000452626	0.0008224537571590271	3.084888511098644	0.0609427	0.893738259963688	0.0305296	0.0253088	0.283437	17.0	56.0	39.0	25.0	121.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
ENDOU	-3.3282836506454023	0.0008738284671633331	3.0585738111593312	0.0169943	0.112827256736117	0.248625	0.940444	0.0249996	13.0	35.0	21.0	18.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
USP6NL	3.3030010030535184	0.000956560456812829	3.0192875763628058	0.951505	0.0009441725856261	0.0240822	0.288184	0.411096	19.0	66.0	42.0	40.0	145.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
RAP1A	3.3028746991405447	0.0009569913911460059	3.019091969009574	NA	0.312443235681033	0.00861221	0.482481	0.0234364	NA	6.0	7.0	3.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
ZNF777	3.3019744878008512	0.0009600680199140729	3.017697996515794	0.760909	0.322945500168009	0.0254147	0.0158835	0.0401028	12.0	56.0	28.0	20.0	99.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
NOP53	3.2952729961530025	0.0009832610836239834	3.007331149388487	0.0125628	NA	0.00970228	0.640576	0.0482396	28.0	NA	47.0	34.0	119.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 2
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	9.398084580541672	5.556535143799108e-21	20.25519593449543	1.21058e-05	1.23743257136136e-07	0.000312011	0.209347	8.54366e-11	17.0	18.0	32.0	24.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
LSR	4.388561701887937	1.1410276379431965e-05	4.942703835984194	0.050274	0.0172658535488151	0.00310709	0.0270323	0.759226	25.0	72.0	44.0	35.0	125.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
ZNF777	4.250140511633208	2.1363645506074962e-05	4.670324637032839	0.610538	0.322945500168009	0.00255789	0.000578957	0.121576	13.0	56.0	29.0	22.0	101.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
SEPTIN5	3.964925666854038	7.341882234676495e-05	4.134192585950302	0.71969	NA	0.239243	0.000220466	0.00693884	5.0	NA	20.0	8.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
STK38L	3.9201952954354105	8.847723965987016e-05	4.053168435080817	0.36156	0.0001667716361832	0.176111	0.135247	0.21416	2.0	11.0	8.0	6.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
NUP210	3.8285691089097136	0.00012889044012972018	3.8897792932973103	0.0708268	0.0149254576408459	0.0239062	0.380257	0.236374	59.0	199.0	119.0	80.0	324.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
IPO4	-3.793724351055557	0.00014840441788219378	3.828553170261172	0.0275843	0.722205463198752	0.0994934	0.0274763	0.0382318	30.0	128.0	62.0	44.0	186.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
IRX6	3.7603888809371657	0.00016964942113662228	3.770447617879162	0.151714	0.190565384718304	0.116786	0.296839	0.00225489	12.0	49.0	39.0	24.0	90.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
TRMT12	3.6267540713325945	0.0002870064073582702	3.5421084076239215	0.0331734	0.571415401452678	0.0249384	0.14095	0.0892997	10.0	41.0	17.0	18.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
PUS7L	3.607743981925045	0.00030887104210116197	3.51022280663928	0.968695	0.106822182021625	0.0234753	0.0366315	0.0394151	27.0	71.0	45.0	28.0	106.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
EEA1	3.600579957462876	0.0003175081665865998	3.498245099795994	0.605938	0.0384040900142764	2.80507e-06	0.688026	0.704963	27.0	84.0	50.0	34.0	149.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
P2RY10	3.59169228476866	0.0003285376381528287	3.4834148693135654	NA	NA	0.182124	0.27074	0.000153462	NA	NA	2.0	6.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
RP11-548K23.11	3.5159999845321317	0.0004381010097339117	3.3584257458600333	NA	0.0004381010097339	NA	NA	NA	NA	29.0	NA	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
LOC101928123	3.510379837656434	0.00044746699910850116	3.3492389885794935	NA	NA	0.053319	0.0611553	0.0228794	NA	NA	5.0	2.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
OR51I1	3.4458808071922884	0.0005692013594919085	3.24473407130889	0.379239	0.011547129402261	0.253705	0.178041	0.0699817	14.0	36.0	20.0	16.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
PTGDR	-3.3791311919737663	0.0007271529917275719	3.1383742047217376	0.180814	0.0661833778255633	0.364753	0.116802	0.0566713	15.0	38.0	27.0	20.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
ASPSCR1	3.3604536115753443	0.0007781459689300651	3.1089389280043562	0.662753	0.0792234611149891	0.120404	0.433618	0.00281938	41.0	92.0	61.0	42.0	180.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
TRRAP	3.348437569491898	0.0008126858832079431	3.0900772841110062	0.819938	0.0109669615330286	0.458521	0.0275569	0.0765381	32.0	190.0	116.0	92.0	372.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
CGN	3.3468107660963957	0.0008174699369471569	3.087528209870162	0.0410143	0.0699483898157882	0.139921	0.0252062	0.931259	46.0	132.0	94.0	62.0	231.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
RNF114	3.3116492862862064	0.0009274773954055976	3.0326966662630457	0.168915	0.0002560120421331	0.0475803	0.827578	0.86163	9.0	23.0	14.0	10.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
RAP1A	3.3028746991405447	0.0009569913911460059	3.019091969009574	NA	0.312443235681033	0.00861221	0.482481	0.0234364	NA	6.0	7.0	3.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
REXO4	3.2972849707665044	0.0009762439511398646	3.010441644018323	0.582681	0.13199522202275	0.00880674	0.195374	0.160647	12.0	42.0	21.0	15.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
VIT	3.2788527394054805	0.0010423001085506567	2.982007217003836	0.00934457	0.907674093058176	0.0528601	0.0196849	0.72768	27.0	91.0	55.0	40.0	152.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
LRRK2	3.278828580429679	0.0010423893389578998	2.981970039021711	0.0024996	0.0502074479199019	0.219341	0.305043	0.923404	56.0	179.0	120.0	72.0	336.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
PRSS55	-3.2717816841862994	0.0010687206685543313	2.9711357914776233	0.426501	0.0595129822330068	0.0616781	0.0557978	0.392477	27.0	67.0	40.0	32.0	103.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
B3GNT3	3.7627128962512315	0.00016808011939440672	3.774483652104284	NA	0.0004551017125469	NA	NA	0.0694624	NA	3.0	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
TRAPPC3L	3.3006033083881463	0.000964771871982724	3.015575366916989	0.598795	0.0020760267795094	0.312286	0.427672	0.0486686	3.0	4.0	2.0	3.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ANGEL2	3.186376810592727	0.0014406682623369336	2.841436011151796	NA	0.0095470924663894	0.0251551	NA	0.491362	NA	2.0	2.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
RP11-400G3.5	3.112899632413066	0.0018525900862235362	2.732220664321094	NA	0.0018525900862235	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
NOC2L	3.056221764227844	0.0022414540542561086	2.6494701589563636	NA	0.0022414540542561	NA	NA	NA	NA	15.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
SLC17A1	-3.042402310276703	0.002346979837439067	2.629490641345833	NA	0.002346979837439	NA	NA	NA	NA	12.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
CAPN10	3.0319251184535547	0.002429994771146659	2.614394660913867	NA	0.0111847897236652	0.00229306	0.104039	0.250972	NA	6.0	4.0	4.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ZNF587B	3.0318646066294477	0.002430481939366744	2.6143076017700624	NA	0.0024304819393667	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ECD	2.968152239672924	0.002995959030507733	2.52346412987313	NA	0.123719215446128	0.0918517	NA	0.055374	NA	7.0	2.0	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
SPINK4	2.9538173935838454	0.003138696669075228	2.503250653497855	NA	0.0031386966690752	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
FLYWCH1	2.9367584241373876	0.00331662354944501	2.479303819911573	NA	0.0698803743089678	0.407921	NA	0.0144303	NA	14.0	3.0	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
LY6K	2.9354628482829033	0.0033305049089437312	2.4774899218853377	NA	0.0033305049089437	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
USP13	2.910664026056153	0.00360661604781899	2.442900089228362	NA	0.0036066160478189	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ULK4	2.8658699138572468	0.004158650953848297	2.3810475295458753	NA	0.253991440943902	0.00106552	0.217623	0.931843	NA	17.0	12.0	7.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
KCNA3	2.821557982124335	0.004779099739915244	2.3206539056493662	NA	0.0599642476389752	NA	NA	0.0349244	NA	3.0	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
KIN	2.806766914058083	0.005004143607014746	2.3006702355815043	NA	0.0050041436070147	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
MYL1	2.7369428798787965	0.006201305958530651	2.207516841008541	NA	0.206082374237051	NA	NA	0.00915505	NA	3.0	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ING1	2.6961686032346894	0.007014215341954658	2.154020905066005	NA	0.0543741447748026	0.562926	NA	0.0301918	NA	7.0	4.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
TOX2	2.694330660905949	0.007053015571577561	2.1516251573233065	NA	0.0070530155715774	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ANKRD35	2.6913700372967484	0.00711592176560694	2.14776883531436	0.23589	0.0087710527736246	NA	NA	NA	3.0	11.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
FER1L5	2.6816216155770527	0.00732662781441824	2.1350958696388114	NA	0.0073266278144184	NA	NA	NA	NA	16.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
PRMT2	2.6617244320344113	0.007774149496645693	2.1093471121554823	NA	0.0077741494966456	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
ASPDH	2.650703451132342	0.008032433335630937	2.095152870144669	NA	0.008032433335631	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
CYP2C18	2.636884802061022	0.008367124079129332	2.077423790655541	NA	0.0083671240791291	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
AQP6	2.612915925039084	0.008977338346068845	2.046852406423818	NA	0.008977338346069	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.01; NUMVAR >= 2
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
SOAT2	3.908428183988485	9.289855318303369e-05	4.031991049725602	NA	0.0217959810802337	0.0498089	0.00736437	0.378072	NA	8.0	6.0	7.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
B3GNT3	3.7627128962512315	0.00016808011939440672	3.774483652104284	NA	0.0004551017125469	NA	NA	0.0694624	NA	3.0	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TRAPPC3L	3.3006033083881463	0.000964771871982724	3.015575366916989	0.598795	0.0020760267795094	0.312286	0.427672	0.0486686	3.0	4.0	2.0	3.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ANGEL2	3.186376810592727	0.0014406682623369336	2.841436011151796	NA	0.0095470924663894	0.0251551	NA	0.491362	NA	2.0	2.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PHKB	-3.1459931472039195	0.0016552388394485283	2.7811393316944986	0.038219	0.112281879679084	0.0906565	0.281883	0.544453	5.0	14.0	16.0	11.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
RP11-400G3.5	3.112899632413066	0.0018525900862235362	2.732220664321094	NA	0.0018525900862235	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
NOC2L	3.056221764227844	0.0022414540542561086	2.6494701589563636	NA	0.0022414540542561	NA	NA	NA	NA	15.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SLC17A1	-3.042402310276703	0.002346979837439067	2.629490641345833	NA	0.002346979837439	NA	NA	NA	NA	12.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CAPN10	3.0319251184535547	0.002429994771146659	2.614394660913867	NA	0.0111847897236652	0.00229306	0.104039	0.250972	NA	6.0	4.0	4.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ZNF587B	3.0318646066294477	0.002430481939366744	2.6143076017700624	NA	0.0024304819393667	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ECD	2.968152239672924	0.002995959030507733	2.52346412987313	NA	0.123719215446128	0.0918517	NA	0.055374	NA	7.0	2.0	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SPINK4	2.9538173935838454	0.003138696669075228	2.503250653497855	NA	0.0031386966690752	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FLYWCH1	2.9367584241373876	0.00331662354944501	2.479303819911573	NA	0.0698803743089678	0.407921	NA	0.0144303	NA	14.0	3.0	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LY6K	2.9354628482829033	0.0033305049089437312	2.4774899218853377	NA	0.0033305049089437	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
USP13	2.910664026056153	0.00360661604781899	2.442900089228362	NA	0.0036066160478189	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
KCNA3	2.821557982124335	0.004779099739915244	2.3206539056493662	NA	0.0599642476389752	NA	NA	0.0349244	NA	3.0	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
KIN	2.806766914058083	0.005004143607014746	2.3006702355815043	NA	0.0050041436070147	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
IGFLR1	2.7608778415057946	0.0057646233848314	2.239229060829357	NA	0.181306001493002	0.145505	NA	0.0466317	NA	7.0	3.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ING1	2.6961686032346894	0.007014215341954658	2.154020905066005	NA	0.0543741447748026	0.562926	NA	0.0301918	NA	7.0	4.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TOX2	2.694330660905949	0.007053015571577561	2.1516251573233065	NA	0.0070530155715774	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ANKRD35	2.6913700372967484	0.00711592176560694	2.14776883531436	0.23589	0.0087710527736246	NA	NA	NA	3.0	11.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ADGRF3	2.6864103492417124	0.007222432729022049	2.1413164945582652	0.41028	0.838311397136383	0.0881109	0.0671713	0.148863	3.0	13.0	6.0	5.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FER1L5	2.6816216155770527	0.00732662781441824	2.1350958696388114	NA	0.0073266278144184	NA	NA	NA	NA	16.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PRMT2	2.6617244320344113	0.007774149496645693	2.1093471121554823	NA	0.0077741494966456	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ASPDH	2.650703451132342	0.008032433335630937	2.095152870144669	NA	0.008032433335631	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	8.083254279505589	6.306094524904238e-16	15.200239523702823	0.013579	0.0664078248262314	6.66843e-06	0.00126106	1.52088e-09	15.0	19.0	35.0	26.0	87.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP3
SEPT5-GP1BB	4.030623611488575	5.56290639510714e-05	4.254698247704411	0.71969	NA	0.444844	3.22584e-05	0.0054121	5.0	NA	37.0	17.0	98.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP3
SEPTIN5	3.864776450574089	0.0001111909900536545	3.953930402758568	0.87292	NA	0.123177	0.000541387	0.0102099	6.0	NA	22.0	10.0	56.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP3
