GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
FAM163B	2.9980232665583646	0.0027173692725866636	2.565851339811998	0.155819	0.0464300913946327	0.0747502	5.0	25.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PLEKHS1	-2.981961562754501	0.0028640795507375067	2.543014923526707	0.0332993	0.110160994037462	0.150155	12.0	38.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FAT3	-2.9761319451068178	0.0029190923961331704	2.534752158353637	0.0626141	0.389318278225339	0.015014	110.0	399.0	245.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ATF6	-2.973051756095415	0.0029485472776501244	2.5303919042579044	0.00183837	0.616806429812059	0.125051	18.0	53.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CDK13	2.968428409313942	0.002993268198976648	2.5238543683194385	0.0393474	0.363769348333884	0.0298013	29.0	83.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
KIAA0922	-2.964325963558201	0.00303346775338592	2.5180606173676967	NA	0.0030334677533859	NA	NA	148.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PRR14	2.9609613214490538	0.0030668045076244882	2.5133139070843167	0.36662	0.224408786421669	0.00260535	18.0	54.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
GLI2	2.9579790342480607	0.003096631848679734	2.5091104238297683	0.0179793	0.0708314652389109	0.341727	51.0	166.0	96.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
VAPA	2.9451447149913696	0.003228036417837726	2.4910615743289166	0.50975	0.0035057667751498	0.12791	5.0	19.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
KIF9	2.943522841024226	0.0032449987701648497	2.488785463458595	0.52083	0.939718819171644	1.18327e-05	27.0	83.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SPATA18	-2.938442171246541	0.003298661901682571	2.4816621954453426	0.225372	0.0098357074181869	0.195109	21.0	59.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FGF3	2.9324194295335766	0.003363321789409991	2.4732315791083646	NA	0.0603718888228964	0.0232684	NA	19.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
GDF9	2.9304871477901915	0.003384309928457956	2.4705298719758995	0.0929277	3.66034020865596e-05	0.463964	9.0	44.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PROSER3	2.929837468674806	0.003391393383414067	2.4696218314731344	0.449148	0.0103596448459621	0.0793957	16.0	42.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
KIAA1549L	-2.928116950615074	0.003410217456929178	2.4672179267748704	0.0279839	0.0917985684691911	0.234778	52.0	159.0	102.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CFAP46	-2.9257082819751012	0.003436730351099279	2.463854541654941	0.0298694	0.309166134387201	0.0602877	118.0	349.0	230.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PURG	2.9249591878443173	0.0034450140098148205	2.4628090076103764	0.996731	0.208519795514343	0.000142128	4.0	19.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
L3HYPDH	-2.9106219838950773	0.0036071013227146733	2.442841658269982	0.50077	0.0023593356577296	0.00749955	10.0	35.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PDCD4	-2.9100672141450943	0.0036135103599566833	2.442070695819209	0.260632	0.127507221630648	0.016781	6.0	34.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TSSK1B	2.909737191208463	0.0036173278968550924	2.4416121223303273	0.260205	0.0108756906374133	0.171552	16.0	47.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SMAD7	2.907318128837696	0.003645422547384879	2.438252124585595	NA	0.199797224523006	0.00466293	NA	18.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NPRL3	2.9032329444506924	0.0036933181163039206	2.4325832836825363	0.403092	0.000393097715537	0.517141	28.0	68.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DZANK1	2.895516499778661	0.0037853512936074337	2.421893810273355	0.741207	0.0841455072429115	0.00309844	21.0	67.0	51.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DCST1	-2.8947499055735695	0.0037946072593721455	2.4208331667813883	0.614687	0.0163582561242058	0.0348896	23.0	64.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
METRNL	2.894609832066676	0.0037963007472174306	2.420639389584262	0.421437	0.0303624397724364	0.040919	10.0	24.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DAAM2-AS1	-2.878819425751319	0.00399166816789075	2.39884556929948	0.0257199	NA	0.0656439	9.0	NA	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
IDUA	2.878239286926255	0.003999016773265842	2.3980467742807017	0.336791	0.0206656637346275	0.00028152	95.0	53.0	144.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MARC1	-2.8664642607093413	0.004150850242387451	2.3818629351538827	NA	0.0041508502423875	NA	NA	27.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RECK	-2.8658160042066423	0.004159359167277998	2.3809735759966983	0.100861	0.0542971099616253	0.161936	20.0	61.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
S100A14	2.859262369428117	0.004246274227853786	2.371991962172386	NA	0.0493945957688031	0.0376684	NA	13.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NOP53	2.8553697452253983	0.0042986751639825516	2.366665371775299	0.092279	NA	0.0185426	32.0	NA	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DNAJB2	2.853098669927688	0.00432951762746993	2.36356048780318	0.349286	0.0615658409056065	0.0326527	11.0	14.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ANGPT2	2.8514476437230885	0.004352065273982037	2.3613045995420405	0.0344651	0.305148137488917	0.0720481	15.0	44.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TRMT12	2.851129745710814	0.00435641892880833	2.3608703635991	0.0331734	0.571415401452678	0.0249384	10.0	41.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
VCAM1	2.846690757735161	0.004417625305282544	2.354811122948316	0.0505864	0.133766509860784	0.139883	12.0	39.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TROVE2	2.8460625924212275	0.004426349341907194	2.3539543131210463	NA	0.0044263493419071	NA	NA	41.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
HSD11B1L	2.836888586341705	0.004555550561289614	2.341459128837881	0.799144	0.0269775053076261	0.0143915	14.0	34.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MIER2	-2.8304130128271736	0.0046487950504007294	2.332659599964911	0.0617254	0.0257529871279652	0.421255	29.0	70.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DCDC2C	2.82650626768938	0.004705882311376098	2.327358938222271	3.77936e-05	0.675108215684952	0.721881	10.0	18.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FANCC	2.8217162085106127	0.004776742674121304	2.3208681537803417	0.0077833	0.202531460845203	0.34127	20.0	65.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PPP1R13B	-2.8213106289135967	0.004782786618592097	2.3203189945064975	0.0699141	0.514192063616606	0.0154411	33.0	121.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ELAC2	-2.8174914398314654	0.004840040484748279	2.3151510056635947	0.191822	0.0577375191585549	0.0935143	15.0	68.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MARVELD1	2.811669591071478	0.004928510159078572	2.3072843439026167	NA	0.0318761790422847	0.067198	NA	9.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
OR51V1	2.8072420038791766	0.0049967687568976465	2.301310748601663	0.245161	0.0701834882337926	0.0588406	12.0	30.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
GLMP	2.8043950626155283	0.005041109439715477	2.297473874164981	0.888195	0.205610159290844	0.000558443	11.0	35.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZNF501	2.8020055876820438	0.005078599400138631	2.294256042964032	0.0876309	0.0021127345430628	0.943176	7.0	20.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
OR4F4	2.7989174304321622	0.005127424712153962	2.2901007078169613	NA	0.0737735695254557	0.0299877	NA	5.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EPDR1	2.791876893313875	0.005240328928515918	2.280641452070472	0.646781	0.046685511086173	0.0169268	9.0	22.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
KIFBP	2.791153983612901	0.0052520479570732515	2.279671316969993	0.605838	NA	0.000600774	7.0	NA	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SZT2	2.779972730802295	0.005436346332121569	2.2646928835550457	0.623546	0.0330565518550657	0.0283196	87.0	289.0	194.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NSMCE4A	2.7762816561126153	0.005498455278825638	2.2597593028891425	0.0413955	0.099932727813065	0.261042	10.0	28.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ANKRD36C	2.7757716485815176	0.005507087244274217	2.2590780432923254	0.361518	0.0521637646686882	0.0507576	29.0	114.0	79.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PLA2G4E-AS1	-2.773552328819567	0.0055447921971072366	2.2561147253201845	0.0293715	NA	0.0811714	18.0	NA	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RMND5A	2.7690377550586827	0.005622211974649776	2.250092784184783	NA	0.114546065813579	0.0193914	NA	9.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EFS	-2.7686858221099735	0.005628288004821542	2.2496236874092004	0.281685	0.120795444986603	0.0301954	33.0	66.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
C2orf61	-2.768274110614873	0.0056354036142492	2.2490749738212554	NA	0.0056354036142492	NA	NA	33.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TBC1D24	-2.7676243169326846	0.005646650510930236	2.248209091291188	0.299583	0.106152239320949	0.0323052	21.0	62.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DDRGK1	2.7664694290422904	0.005666689771388987	2.246670562594397	0.0700597	0.222071138779621	0.0785605	7.0	37.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RABGGTB	2.7624825010723058	0.005736363661726712	2.241363323993877	NA	0.113029456232771	0.0202315	NA	15.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SRM	2.762271747771259	0.0057400681059154276	2.2410829546668727	0.165426	0.222533129544698	0.0294409	10.0	14.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
WDFY4	2.7524330760644293	0.0059154235650747825	2.2280141529145387	0.0982733	0.0209937451165321	0.42026	95.0	309.0	212.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZNF561	-2.7513717925664882	0.005934624515009297	2.226606753746991	0.0425773	0.312026668721179	0.0842205	19.0	60.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RAE1	2.7484714671084296	0.005987384587340614	2.2227628449450956	0.0286604	0.228424465413058	0.171332	6.0	17.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CDH15	-2.747855550907935	0.005998643030282749	2.2219469814682977	0.189577	0.207252319851522	0.0287839	34.0	104.0	71.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
COA7	-2.7470858618133107	0.006012739125554382	2.2209276384611627	NA	0.0313744224421908	0.0831532	NA	14.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TG	2.7342605243964275	0.006252055513739076	2.203977174414285	0.0485562	0.0459763369728657	0.442608	119.0	285.0	224.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
OR2T2	2.7275514146233775	0.006380631312154363	2.195136349206608	NA	NA	0.00638071	NA	NA	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TPCN2	2.7263177253660937	0.006404531524324614	2.193512632327056	0.152477	0.0566538093941617	0.165956	29.0	68.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZNF582	2.7208780755346997	0.006510877081683316	2.186360503585765	0.0836331	0.0806615603365909	0.216513	8.0	31.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CCR6	2.720116049502041	0.006525900908380619	2.185359524981216	0.126576	0.0908039711764499	0.135575	12.0	23.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FEZF1-AS1	2.7177019745270936	0.006573702003579692	2.182189987071293	NA	NA	0.00657361	NA	NA	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FAM180A	2.7166507444366226	0.006594615642565796	2.1808105115925405	0.127632	0.119805925421605	0.10389	6.0	19.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CEP57	2.7137859388577543	0.0066519133877073105	2.1770534142158477	0.107519	0.103778808000688	0.14315	14.0	30.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PCBD1	2.71140069452604	0.006699960678318618	2.1739277461408686	NA	0.0017061475561753	0.485567	NA	8.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DIP2C	2.7086809950007695	0.006755125562629272	2.170366574006833	0.0291494	0.281502105767076	0.151812	42.0	122.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SUOX	-2.7037664366923244	0.0068558460041803215	2.16393894608571	0.0305548	0.686871027809412	0.0342482	15.0	40.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SBF2-AS1	2.702660447171103	0.006878697651786811	2.1624937792328143	0.508394	NA	0.00157344	4.0	NA	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
REXO4	2.699236285617935	0.006949881262301377	2.1580226152038158	0.582681	0.13199522202275	0.00880674	12.0	42.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NAA60	2.6966672179945497	0.007003722348847978	2.1546710791438928	0.0811966	0.128257451766796	0.159731	13.0	38.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
UPK3B	-2.6953551340021806	0.00703136453121108	2.152960386094001	0.0443411	0.769762707631457	0.0180319	16.0	24.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
KLHL25	-2.6941507846138224	0.007056823218788134	2.151390761985798	0.0102353	0.546107013332219	0.134908	22.0	96.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
HGS	2.690833514580873	0.007127375355859581	2.1470703689305637	0.198947	0.0702377832803215	0.117413	27.0	73.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MRM1	2.6892016567829944	0.007162313753094859	2.1449466581561185	0.0243826	0.075413510439728	0.529451	11.0	26.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NOLC1	-2.6880375483264136	0.007187331416588722	2.14343232883503	0.499638	0.0017141415917139	0.398107	15.0	56.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
