COHORT: META-GROUP2; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
BOLA1	3.2342809468256264	0.0012194942917131003	2.9138202282188885	NA	0.0013173145056984	0.173267	NA	15.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
SMR3A	3.2029309505719867	0.0013603659393435458	2.866344250409068	NA	0.0172556203487958	0.0316806	NA	12.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
CFAP52	-3.1822671442974206	0.001461269660842756	2.835269632519187	0.0152275	0.0240580978725804	0.407261	13.0	57.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
USP6NL	3.176377450933897	0.001491267816162157	2.826444354778639	0.951505	0.0009441725856261	0.0240822	19.0	66.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
GDF9	3.1658438981599297	0.0015463375352544973	2.8106957020745638	0.0468296	0.0004364251712774	0.982888	7.0	43.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
METRNL	3.165791621148019	0.0015466154514505838	2.810617655320387	0.421437	0.0303624397724364	0.0119353	10.0	24.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
SBF2-AS1	3.1607987620661704	0.0015733715854271161	2.8031686973114405	NA	NA	0.00157344	NA	NA	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
TRMT11	3.152040332567383	0.0016213387642546964	2.7901262337169723	0.116416	0.0161812287202069	0.137626	6.0	48.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
BEAN1	-3.14558524546513	0.0016575488224925094	2.7805336707501467	0.0105342	0.128027102977151	0.171122	19.0	49.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
SZT2	3.121699447383888	0.0017981040453541846	2.745185181893204	0.100135	0.100842986949425	0.0338413	79.0	285.0	187.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
KANSL1L	3.1156449820234204	0.0018354309786625619	2.7362619424863857	0.54263	0.0090933748666906	0.0293247	18.0	69.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
KLHL25	-3.110848374242011	0.0018655070166797472	2.7292031131203034	0.00513874	0.546107013332219	0.0469958	21.0	96.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
PPIP5K2	3.0867438747867992	0.002023618754709939	2.693871304244053	0.833882	0.0018724650652228	0.0426705	15.0	57.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
MTFR2	3.054941857518504	0.0022510415678622135	2.647616485218715	0.0903076	0.322530771631244	0.00910015	8.0	31.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ZNF322	3.0334921916559843	0.0024174096714656467	2.6166497447183565	NA	0.0071440108193779	0.109609	NA	5.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
CDH15	-3.0262412466901014	0.0024761465320666596	2.60622365844636	0.171226	0.208387510811504	0.00891427	33.0	103.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
SLC6A3	-3.016846530072659	0.002554190905718752	2.592746645756342	0.0402231	0.224979017131759	0.0499386	14.0	40.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
RIPOR2	3.008929249829386	0.0026217016019178863	2.581416740569356	0.0018959	NA	0.250476	28.0	NA	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ALKBH6	3.002797477398741	0.0026751038627377734	2.5726593515350054	0.0859909	0.0173269928726328	0.269434	6.0	13.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
SLC39A11	-2.9875781782517667	0.0028119736609651487	2.5509887515579983	0.0744559	0.0079448221806007	0.461471	16.0	36.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
CBLL2	2.9854713470532683	0.002831416626374292	2.547996222043341	NA	NA	0.00283132	NA	NA	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
UMODL1	-2.9796307941421274	0.0028859599422753307	2.53970970129849	0.129377	0.0699491398227404	0.0669413	60.0	172.0	126.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
CABP1	2.9686366160390416	0.002991241015299027	2.524148592853864	0.136159	0.0729687148738686	0.0630901	4.0	20.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
PRR14	2.960961321449053	0.0030668045076245004	2.513313907084315	0.36662	0.224408786421669	0.00260535	18.0	54.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ENDOU	-2.9595823969347945	0.003080563101789717	2.5113698907568263	0.0169943	0.112827256736117	0.248625	13.0	35.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
KIF2C	2.9544439108490286	0.0031323308611867703	2.50413237062478	0.00889171	0.831720665163501	0.00665668	7.0	44.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
FGF3	2.9324194295335766	0.003363321789409991	2.4732315791083646	NA	0.0603718888228964	0.0232684	NA	19.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ASZ1	2.9309997365928027	0.0033787306796904167	2.471246424675484	0.15521	0.0292727419658884	0.140085	11.0	47.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
SYT17	2.923501151683342	0.0034611894489231755	2.460774628856643	0.178066	0.0188460914674949	0.171202	14.0	51.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
PROSER3	2.922219421633409	0.0034754660096416984	2.458986954571185	0.428511	0.0103596448459621	0.0879898	15.0	42.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
LMF2	-2.9210863655866	0.0034881311702231795	2.4574071919066154	0.160837	0.240012308314315	0.0130555	37.0	103.0	75.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
LRRC56	-2.917285023363423	0.003530929544454998	2.4521109481858945	0.00099337	0.26618707811863	0.516599	17.0	56.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
BEND6	2.909349844647016	0.0036218132029985244	2.4410739524203513	0.120075	0.472784945840906	0.00566212	5.0	21.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
SMAD7	2.9073181288376957	0.003645422547384879	2.438252124585595	NA	0.199797224523006	0.00466293	NA	18.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
RNF114	2.902512576595198	0.003701822958470815	2.4315843554366454	0.750554	0.0002560120421331	0.0912124	6.0	23.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
IDUA	2.8956084166563216	0.0037842428550275828	2.4220210003849374	0.693748	0.0206656637346275	0.0210253	83.0	53.0	138.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
KSR2	-2.892470115740757	0.00382225542370258	2.4176802944139064	0.0844839	0.120594096599123	0.0832059	14.0	48.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
CFAP46	-2.887888726195184	0.0038783704800513896	2.411350707439652	0.0083422	0.236780849985907	0.237606	103.0	338.0	212.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
SERINC3	2.871384076795967	0.004086786444765224	2.38861805577586	0.10496	0.0857375613616281	0.102302	14.0	63.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ANKRD29	-2.8709905176888437	0.004091877991754018	2.388077324201798	0.289962	0.0130511071746524	0.152108	13.0	33.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
GDAP1	2.870007955161653	0.004104614722298526	2.386727601475697	0.172821	0.0026176911450066	0.549566	10.0	29.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
RECK	-2.8681751525965136	0.0041284691063468455	2.3842109609150572	0.112792	0.0995550538954116	0.0827338	18.0	59.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
MARC1	-2.8664642607093413	0.004150850242387451	2.3818629351538827	NA	0.0041508502423875	NA	NA	27.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
HSPA1L	-2.8654790116482305	0.004163788733716618	2.380511314250056	0.148127	0.0913506985527003	0.0674507	13.0	45.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
DLL1	2.8638827696443867	0.0041848285889606535	2.378322326056169	0.0387224	0.685909009077499	0.0128156	18.0	59.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
S100A14	2.859262369428117	0.004246274227853786	2.371991962172386	NA	0.0493945957688031	0.0376684	NA	13.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
DNAJB2	2.8530986699276877	0.004329517627469937	2.3635604878031793	0.349286	0.0615658409056065	0.0326527	11.0	14.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
CDC26	2.852663007748595	0.004335457046296452	2.3629651122081743	NA	0.0920045527969875	0.0188055	NA	10.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
TRMT12	2.851129745710814	0.00435641892880833	2.3608703635991	0.0331734	0.571415401452678	0.0249384	10.0	41.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
AGAP3	2.844063775464556	0.004454213141226826	2.3512290051187916	0.006093	0.706794927333383	0.0707374	25.0	60.0	71.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
SETX	2.843788499134569	0.004458062960333822	2.350853802358142	0.155006	0.0192389624544196	0.244974	53.0	212.0	130.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
PGAP3	2.84274106078589	0.0044727392678669264	2.349426417684041	0.099406	0.089672228787389	0.114358	14.0	42.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
IFNGR1	2.8365567227480226	0.004560287707989359	2.341007756885882	0.137054	0.602737176220617	0.00366368	10.0	38.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
HLA-DQB2	-2.830329796877849	0.00465000447720603	2.3325466289541454	NA	0.0367128968960799	0.055652	NA	16.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ARMCX4	2.812332137406732	0.004918368771418834	2.308178911671308	NA	NA	0.00491844	NA	NA	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
MARVELD1	2.811669591071478	0.004928510159078572	2.3072843439026167	NA	0.0318761790422847	0.067198	NA	9.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
OR51Q1	2.8115518518440408	0.004930314334160172	2.3071253912218768	0.0108113	0.117132747887622	0.450795	10.0	38.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
NPRL3	2.805505515536548	0.00502377215815763	2.2989700652698035	0.219101	0.0003915666431376	0.932536	25.0	66.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ZNF501	2.8020055876820433	0.005078599400138636	2.2942560429640317	0.0876309	0.0021127345430628	0.943176	7.0	20.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
OR4F4	2.7989174304321627	0.005127424712153957	2.2901007078169617	NA	0.0737735695254557	0.0299877	NA	5.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
KCTD20	-2.7988018789787628	0.005129259845014648	2.289945299296982	0.0202996	0.0222611524641467	0.809543	8.0	29.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
SLC9A3R2	-2.7980874396687345	0.005140619415353299	2.288984547840855	0.411077	0.0159838880655413	0.106279	18.0	65.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ADGRE5	2.7956868257018277	0.005178955870396343	2.2857577895661976	0.0993256	0.0065661599001861	0.634029	27.0	72.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
NPNT	2.7926281754085527	0.005228174994484023	2.281649884391635	0.0983818	0.21676432332132	0.0512903	20.0	56.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
PARM1	2.788869098306422	0.005289243875358027	2.2766064081595934	0.0591316	0.551247582698618	0.0189071	6.0	27.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
RMND5A	2.769037755058682	0.005622211974649783	2.250092784184782	NA	0.114546065813579	0.0193914	NA	9.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
NUMBL	-2.7689855782040578	0.005623112420581846	2.2500232337322315	0.097374	0.0464516713079731	0.251365	16.0	45.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ABCD2	2.7687058259302377	0.0056279424853801305	2.2496503494763944	0.723458	0.0326620001624203	0.021139	10.0	47.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
CREM	2.7680745667628797	0.005638855249468592	2.24880905369395	0.00138988	0.675674616557382	0.0437935	5.0	38.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
PARP9	2.7627342623299107	0.005731941240311661	2.241698270322705	0.270396	0.016752720582394	0.196718	26.0	78.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
RABGGTB	2.762482501072306	0.005736363661726707	2.2413633239938773	NA	0.113029456232771	0.0202315	NA	15.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ZNF443	-2.7622085900449322	0.005741178659330486	2.2409989381429907	0.132668	0.719053039431365	0.00349024	22.0	70.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
DNAI1	2.760849420505952	0.005765125037625439	2.2391912690176996	0.0784316	0.209364896429429	0.0772685	20.0	68.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
SFRP4	-2.756236120596938	0.005847077069204709	2.2330611817724746	0.0260154	0.222053450530394	0.184549	5.0	34.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
 
COHORT: META-GROUP2; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 4
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	7.660677562687037	1.8495467933202264e-14	13.732934676609366	1.21058e-05	1.23743257136136e-07	0.000312011	17.0	18.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
LSR	4.212103283192934	2.530038057742489e-05	4.596872945961239	0.050274	0.0172658535488151	0.00310709	25.0	72.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EEA1	4.197900355406154	2.6940111425038524e-05	4.569600612355449	0.605938	0.0384040900142764	2.80507e-06	27.0	84.0	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DLEU7	4.076731036859296	4.567327223861598e-05	4.340337872468637	0.00979373	0.080086249114731	0.00637429	6.0	13.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RNF114	4.048936792968684	5.1450836719141296e-05	4.288607558130874	0.168915	0.0002560120421331	0.0475803	9.0	23.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TMEM9B	3.879406844702913	0.00010471149222092321	3.9800056513274904	NA	0.0010257315461657	0.027599	NA	18.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DLEU7-AS1	3.755387144317494	0.0001730737367217323	3.761768829653161	0.00979373	NA	0.00637429	6.0	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NUP210	3.7524399517353477	0.000175121786989321	3.756659819761038	0.0708268	0.0149254576408459	0.0239062	59.0	199.0	119.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SNX27	-3.707816647192864	0.00020905392901848137	3.6797416657839284	0.00239329	0.189380339023877	0.0381537	9.0	26.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
STK38L	3.6186137755105645	0.00029618528115255276	3.5284365274253973	NA	0.0001667716361832	0.176111	NA	11.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
LRRK2	3.585262395091772	0.00033673946534124114	3.4727059819917088	0.0024996	0.0502074479199019	0.219341	56.0	179.0	120.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
HSPA1L	-3.5594736244059915	0.00037159884963527257	3.429925639128952	0.0247139	0.0913506985527003	0.0256791	15.0	45.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RP11-548K23.11	3.5159999845321317	0.0004381010097339117	3.3584257458600333	NA	0.0004381010097339	NA	NA	29.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DSEL	3.445618892244423	0.0005697532710257144	3.2443131728007857	0.0627001	0.044048192483626	0.0363449	25.0	80.0	64.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
GCNT2	-3.419933399018605	0.0006263646878780049	3.2031727341749026	0.0728801	0.0480792745810491	0.0312992	29.0	117.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NIPA2	3.418064038926297	0.0006306826585424768	3.2001891103462254	0.129733	0.103614211177783	0.00547746	5.0	23.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
STEAP1	3.4114690028374195	0.0006461384735498307	3.189674398639561	NA	0.007836350341726	0.0303487	NA	21.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SST	-3.4031930832310606	0.0006660319494106884	3.176504937316252	0.0069391	0.0345930445313883	NA	4.0	10.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
UMODL1	-3.390371167047166	0.0006979805256392217	3.1561566944619557	0.0157957	0.0317920839346485	0.189626	68.0	180.0	136.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CENPF	-3.3482367617037476	0.0008132750039919815	3.089762575536043	0.137671	0.191548919272409	0.00262304	75.0	251.0	136.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
GPLD1	-3.337437902931062	0.0008455461367399985	3.0728626903903877	0.0442526	0.0252248900122233	0.125776	30.0	90.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
AGAP14P	3.287773486285212	0.001009830532456643	2.995751502449231	NA	NA	0.00100982	NA	NA	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ABCC9	3.2678795766478825	0.0010835645937077192	2.9651451943075506	0.257296	0.0170449934197614	0.0322263	12.0	58.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DCAF1	-3.2610951303661375	0.001109827992446823	2.9547443254653785	0.616782	0.0002538026319691	0.136336	10.0	66.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DLL4	3.2300209109487197	0.0012378116442777472	2.9073454361513766	0.212619	0.003151278857534	0.162842	12.0	48.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SLC39A7	-3.2253882789596817	0.0012580192497634922	2.9003127134200812	0.178547	0.0058162629487339	0.137987	8.0	35.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PSG7	3.2225153359460723	0.0012707036317675202	2.8959557288295925	0.00637805	0.872611611146686	0.00706998	22.0	89.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
IFNGR1	3.212215940207279	0.0013171533157117958	2.8803636705262217	0.0325564	0.602737176220617	0.00366368	11.0	38.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ANKRD55	3.2082376517814706	0.0013355109165809574	2.874352557667697	0.00061376	0.174651055325589	0.438948	17.0	58.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SMR3A	3.2029309505719867	0.0013603659393435458	2.866344250409068	NA	0.0172556203487958	0.0316806	NA	12.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
