COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 1 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_ALL_CASES_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
NOP53	20.063850646043836	0.000485111424741651	0.0023768	0.0185011	NA	131.0	28.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PHC2-AS1	19.925290751255947	0.0005166464549980577	4.71279e-05	1.0	NA	29.0	4.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 1 for CMCWald
GENE	TEST_STAT	META_PVAL	UKB_ALL_CASES_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	70.69245521210854	2.948123741720701e-13	1.52885e-12	0.013579	0.0214830395852572	83.0	15.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
P2RY10	20.49505107477776	3.544509999999998e-05	3.54451e-05	NA	NA	19.0	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TREML1	27.44343478064188	0.00011956940371306651	1.99134e-05	0.33677	0.163777802913243	49.0	9.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK38L	26.007580145388246	0.00022191971045072727	0.0373442	0.36156	0.0001667716361832	37.0	2.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
H2BC21	21.107975217614758	0.000301434749765249	0.00410243	0.00635946	NA	13.0	2.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KNOP1	24.92981582849515	0.00035182352078022913	0.000171122	0.0243794	0.925188902754562	90.0	17.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MET	24.501684735807423	0.0004221338131729378	0.00392371	0.0267918	0.0454807865751501	190.0	24.0	97.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEPTIN5	19.770729648176125	0.0005542217870251697	7.07449e-05	0.71969	NA	63.0	5.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RNF114	23.59237168835215	0.0006205215946459175	0.0392048	0.750554	0.0002560120421331	39.0	6.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCAF1	23.173110808783136	0.0007405245890818995	0.0593465	0.616782	0.0002538026319691	98.0	10.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IRX6	23.151570218336346	0.0007472708878986099	0.000324811	0.151714	0.190565384718304	107.0	12.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CFAP52	23.03133142710341	0.0007860525080797779	0.027222	0.0152275	0.0240580978725804	93.0	13.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LAT	22.86849602029227	0.0008417403627942374	0.0376945	0.546265	0.0005253972822846	54.0	11.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NOP53	18.81114836116589	0.0008560065421793942	0.00654824	0.0125628	NA	131.0	28.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PANK4	22.734380872363065	0.0008905007297427039	0.360808	0.0372242	0.0008613712803947	178.0	24.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADGB	22.634689543339405	0.0009285321674895818	0.000830036	0.0232759	0.629413718407244	268.0	50.0	149.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPL13A	22.61405758045291	0.0009365999590444884	0.00555709	0.0843329	0.0262165370051678	51.0	6.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LURAP1L	22.44302759414103	0.0010061816579018837	0.932849	0.000251641	0.0570119278232286	48.0	9.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C11orf63	13.694747748088494	0.0010622416134898	NA	NA	0.0010622416134898	NA	NA	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEPT5-GP1BB	18.284800204266702	0.0010855424798440992	0.000148717	0.71969	NA	105.0	5.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EVX1-AS	17.976912282675006	0.0012469856736209498	0.000228124	0.547258	NA	82.0	15.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GDF9	21.719587913683505	0.0013609821896038155	0.940202	0.0468296	0.0004364251712774	66.0	7.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADORA1	21.62679660655935	0.0014145599322864513	0.0686536	0.500647	0.0005856064517807	44.0	6.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GSTM5	21.495237282705048	0.0014940797513508918	0.139525	0.00217477	0.0708440149128346	52.0	7.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 1 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_ALL_CASES_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	103.73038237149639	4.1754054502762214e-20	2.15206e-10	1.05348e-05	1.31750719223334e-08	85.0	17.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRK2	39.8232077450822	4.93443017545641e-07	0.246492	1.96111e-07	0.0465795758379102	395.0	56.0	179.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
P2RY10	26.153222312896695	2.0936300000000023e-06	2.09363e-06	NA	NA	19.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK38L	30.732411739559275	2.8511888293820247e-05	0.0171276	0.461737	2.68194825381318e-05	37.0	2.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPUSD1	30.07057016016078	3.8112528320753516e-05	0.5854	1.28091e-05	0.039381052741897	122.0	31.0	78.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GDF9	28.991995931205235	6.10494892921738e-05	0.219697	0.112354	2.05142388890467e-05	68.0	9.0	44.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FBXW7-AS1	18.328803778070036	0.00010470100000000003	0.000104701	NA	NA	1.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PSIP1	27.65060527515988	0.00010931907984544823	0.00202806	0.00102319	0.477210803967632	81.0	7.0	35.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PANK4	26.263852129624333	0.00019880114239267412	0.0148777	0.116878	0.0011392221088566	179.0	25.0	60.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PI4K2A	25.99573324822903	0.00022305028475579127	0.251417	0.00242412	0.0037166314197181	64.0	7.0	17.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RAP1A	25.94803218839379	0.00022766026943719548	3.4806e-05	0.724107	0.0920448597787588	19.0	1.0	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATP1A1-AS1	21.51222529139751	0.0002505782489365232	2.57131e-05	0.828944	NA	33.0	2.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RUSF1	21.445988609637922	0.00025828625656372284	0.000218956	0.100625	NA	139.0	28.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LEMD1-AS1	21.408668809962464	0.000262732233022645	0.153679	0.000146067	NA	19.0	1.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCAF1	25.070225789921494	0.00033138097763235613	0.0446135	0.473686	0.0001702600650022	98.0	10.0	66.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IRX6	24.60025109759971	0.0004048116849915638	0.000909873	0.219323	0.0228064869013536	107.0	12.0	49.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EIF3CL	15.61863501940369	0.0004059349999999998	0.000405935	NA	NA	7.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MRRF	24.572430347923117	0.00040962875538818537	0.000149418	0.479467	0.0644173575734297	57.0	4.0	22.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCDC2C	24.52988466282755	0.0004171047503211661	0.198422	2.84691e-05	0.834525600387543	59.0	10.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPS14	20.355300268124545	0.000424867214972854	5.38495e-05	0.705864	NA	17.0	3.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
H2BC21	20.066224291743723	0.00048458815168550784	0.0178012	0.00246732	NA	14.0	2.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
XPNPEP1	24.086741140409075	0.0005034142951727893	0.0221541	0.750995	0.0003536221502211	87.0	6.0	49.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ROR2	23.912188037885976	0.0005420409391407039	9.43946e-05	0.57257	0.118784179653825	197.0	44.0	143.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PXYLP1	23.881352672243693	0.0005491611476459787	1.0	9.52418e-05	0.0684545882222868	87.0	12.0	37.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 1 for CMCWald
GENE	TEST_STAT	META_PVAL	UKB_ALL_CASES_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	114.64131788184143	2.171184039729257e-22	8.51999e-14	1.21058e-05	1.23743257136136e-07	85.0	17.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
P2RY10	20.49505107477776	3.544509999999998e-05	3.54451e-05	NA	NA	19.0	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ABCC3	26.768939711552946	0.00015997429001085827	9.74912e-05	0.060822	0.259520987754858	346.0	62.0	161.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PANK4	26.244483282269098	0.00020046211099488366	0.0344328	0.0674404	0.0008613712803947	179.0	25.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GDF9	26.0613683825733	0.00021685727011709095	0.644435	0.0929277	3.66034020865596e-05	68.0	9.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK38L	26.007580145388246	0.00022191971045072727	0.0373442	0.36156	0.0001667716361832	37.0	2.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FLNC	25.178341141082235	0.00031644193984260987	0.000511125	0.223171	0.0298832485116819	487.0	80.0	235.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEZ6L2	24.729635761137175	0.00038313210747559624	0.476571	0.0199365	0.0004490051230869	167.0	16.0	91.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SQSTM1	24.48745970155513	0.0004246932529171925	0.0682718	0.00245492	0.0287300902708776	162.0	27.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RP11-548K23.11	15.466122116689498	0.00043810100973390025	NA	NA	0.0004381010097339	NA	NA	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEPTIN5	19.770729648176125	0.0005542217870251697	7.07449e-05	0.71969	NA	63.0	5.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF433-AS1	19.54682677694032	0.000613498945493055	0.000131465	0.433162	NA	159.0	31.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCDC2C	23.470702591739766	0.0006532253554844688	0.313769	3.77936e-05	0.675108215684952	59.0	10.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCAF1	23.173110808783136	0.0007405245890818995	0.0593465	0.616782	0.0002538026319691	98.0	10.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IRX6	23.151570218336346	0.0007472708878986099	0.000324811	0.151714	0.190565384718304	107.0	12.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
USE1	22.98927393588201	0.0008000790186513339	0.195577	0.00130682	0.0398482304923067	53.0	8.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CRTAC1	22.870064445607827	0.0008411859314744046	0.00747113	0.00229725	0.62984553027736	155.0	28.0	78.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LAT	22.86849602029227	0.0008417403627942374	0.0376945	0.546265	0.0005253972822846	54.0	11.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF184	22.70204669690621	0.0009026652746754124	0.0425017	0.047245	0.0058553254772467	84.0	5.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	1	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
