ALL_MISSENSE_SNPEFF
GENE	TEST_STAT	META_PVAL	UKB_ALL_CASES_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ING1	20.82378381218436	0.0003431866997522484	0.000659077	NA	0.0456285473708788	11.0	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC105371046	18.24981214250235	0.0001089189999999998	0.000108919	NA	NA	12.0	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LONP2	21.56369818549993	0.0014521677501507233	0.199	0.260053	0.0004014093550155	20.0	4.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LTK	20.18789306150323	0.0004585015302384836	0.000587123	NA	0.070392376453186	23.0	NA	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SOAT2	20.621440185238562	0.000376358227338901	0.0232506	NA	0.0014311231093866	15.0	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM252	19.82513732254464	4.9548000000000014e-05	4.9548e-05	NA	NA	4.0	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRAPPC3L	26.58428209758414	2.4120915286915388e-05	0.00395136	NA	0.0004271199831334	12.0	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZSCAN25	20.393088082650728	3.729900000000001e-05	3.7299e-05	NA	NA	18.0	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
ALL_MODERATE_HIGH_IMPACT_SNPEFF
GENE	TEST_STAT	META_PVAL	UKB_ALL_CASES_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ABCC3	25.723955708618334	0.00025060438684088796	0.000231495	0.0556952	0.201258674670224	384.0	65.0	176.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CFAP52	25.366507747008253	0.0002920081623651071	0.0191807	0.0152275	0.010622818696429	103.0	13.0	66.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FLNC	24.972847115948998	0.00034542993023233795	0.000512389	0.179252	0.0411293022973439	528.0	85.0	247.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GBA	122.24863526565753	5.491006058390971e-24	1.04386e-15	1.21058e-05	2.25118087878369e-07	101.0	17.0	21.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GDF9	30.23388029498933	3.548135731861546e-05	0.226974	0.0963641	1.24424220802055e-05	80.0	10.0	54.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KNOP1	25.199106911839642	0.00031364952563212	0.000104305	0.0347264	0.931362116412468	112.0	18.0	46.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRK2	39.96912513203983	4.6192314755384793e-07	0.251545	2.08514e-07	0.0399083567230903	436.0	58.0	200.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MET	25.309487318462242	0.00029920910026831377	0.00257763	0.0249452	0.0496486096306934	224.0	25.0	109.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NCAM1	25.452162663412143	0.00028151092456451935	2.83138e-05	0.249285	0.421151929254487	184.0	27.0	91.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PANK4	26.313192352724734	0.00019463109309082502	0.0158882	0.116878	0.0010407715462688	186.0	25.0	61.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PI4K2A	25.253353696303925	0.00030646891003766725	0.302279	0.0027151	0.0040004616690341	70.0	9.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PSIP1	29.281494897385052	5.38097351975848e-05	0.000659883	0.00189931	0.349575813605548	97.0	9.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RAP1A	24.7472114830712	5.6553543397800835e-05	4.34357e-05	NA	0.0973563941555602	29.0	NA	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPUSD1	30.06843363006369	3.8148200705417524e-05	0.559054	1.28814e-05	0.0410493015407655	136.0	32.0	86.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEZ6L2	24.898423952784583	0.0003565611282261372	0.472298	0.0199365	0.0004164001823631	181.0	16.0	92.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TREML1	34.566773414429	5.701342999623498e-07	3.26102e-06	NA	0.0095624034259589	73.0	NA	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TTC32	24.74846153654042	0.000380074485242337	0.384734	0.0814625	0.0001348408736615	35.0	7.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF274	27.600471688991682	1.5028040603287128e-05	3.27264e-06	NA	0.310266930720787	115.0	NA	55.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
ALL_LOF_HC_LOFTEE_and_CADD_20_VEP
GENE	TEST_STAT	META_PVAL	UKB_ALL_CASES_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ADRA2B	27.46064809326721	0.00011868273849419695	0.0836053	0.0577316	0.0002256049520975	77.0	6.0	49.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANKRD23	34.13553637737072	6.333879933803634e-06	0.0152589	0.0351827	7.20626228896126e-05	55.0	11.0	29.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCDC2C	25.504870131795762	0.00027523728328308406	0.0475066	6.9745e-05	0.873817608306816	47.0	9.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM229A	27.08396408784205	0.00013965548477042742	0.000183598	0.175385	0.0408255017751211	34.0	9.0	6.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FLNC	26.116162082266744	0.00021181734737934097	0.000238332	0.175174	0.0510852420149418	475.0	76.0	214.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GBA	110.87054783571266	1.339596644373373e-21	1.30653e-13	2.17967e-05	2.95295141531058e-07	78.0	10.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRK2	42.59139545064316	1.405014840066019e-07	0.00126049	0.727242	6.15428540129415e-07	355.0	46.0	115.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LURAP1L	28.839384601523143	6.524561777712557e-05	0.245783	9.38138e-05	0.0237021986912571	52.0	8.0	18.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PI4K2A	25.33522692700018	0.0002959371076303014	0.307802	0.00224289	0.0045650544489822	80.0	9.0	17.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PSIP1	31.84736351627404	1.745445437560922e-05	0.000245256	0.00365964	0.135324014866093	93.0	8.0	27.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK38L	37.489238899756764	1.428117612746205e-07	0.00522912	NA	1.3832051563023e-06	38.0	NA	9.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TREML1	31.20173153387323	2.7845871997017247e-06	1.13658e-05	NA	0.0147580872937318	22.0	NA	15.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF274	26.103678613265068	0.00021295531454334428	5.17049e-06	0.495452	0.837770226759088	51.0	5.0	24.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
