ALL_MISSENSE_SNPEFF
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
CDK5RAP2	22.895604289722947	0.00350089595333935	0.841452	NA	0.0143701	0.0152895	0.0577298299094907	11.0	NA	5.0	29.0	13.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FIBCD1	22.6858178255968	0.0009088321313541879	5.94347e-05	NA	NA	0.342856	0.581681727567489	5.0	NA	NA	12.0	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LONP2	24.227379464373538	0.007019196176678765	0.256535	0.260053	0.405915	0.504499	0.0004014093550155	7.0	4.0	4.0	19.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LPIN1	22.136131091287528	0.001143977153781696	NA	NA	0.00847065	0.00457486	0.402629565521634	NA	NA	4.0	15.0	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LTK	24.16072002889961	0.0021537949165030853	0.0039625	NA	0.881292	0.0230649	0.070392376453186	7.0	NA	5.0	19.0	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NEBL	21.23930825724051	0.006538176133880627	0.000168587	NA	0.60685	0.690215	0.345981582011274	12.0	NA	10.0	21.0	15.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SOAT2	29.797019170164894	0.00022957007098620624	0.06686	NA	0.00657917	0.53783	0.0014311231093866	6.0	NA	7.0	13.0	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRAPPC3L	22.05817701790313	0.00019514635352657658	NA	NA	NA	0.037982	0.0004271199831334	NA	NA	NA	11.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ULK4	22.0971136978204	0.004739105623551077	0.000213508	NA	0.30586	0.661264	0.368435111311404	12.0	NA	7.0	26.0	17.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
ALL_MODERATE_HIGH_IMPACT_SNPEFF
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
AUNIP	45.708832602430114	2.6999487724903934e-07	3.04329e-08	NA	0.170061	1.0	0.0229353327748248	24.0	NA	18.0	70.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DCAF15	39.67315752365569	3.6855068462202423e-06	9.67934e-05	NA	0.0129034	0.155835	0.0124700556852674	31.0	NA	23.0	88.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EEA1	41.10799602478001	1.0798053783780607e-05	2.80914e-06	0.667199	0.0506778	0.408855	0.0304997475869285	55.0	28.0	35.0	165.0	92.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FIBCD1	34.46354191924955	3.3474675190891626e-05	1.65905e-05	NA	0.124498	0.557351	0.0285224169669634	60.0	NA	37.0	158.0	95.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FYTTD1	36.056653948037685	8.230970910918214e-05	0.100862	0.646544	4.91525e-06	0.485662	0.095102444484555	15.0	7.0	8.0	41.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GBA	128.01114069901823	1.1883766002236487e-22	2.79129e-05	1.21058e-05	0.0739456	2.83539e-11	2.25118087878369e-07	37.0	17.0	28.0	89.0	21.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LRRK2	41.682915487148264	1.5529909690297615e-06	0.0522574	NA	0.625302	0.0160221	1.69712117903398e-06	124.0	NA	76.0	370.0	197.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MMP8	36.32519807966704	1.5309166983585916e-05	0.0338484	NA	5.17681e-06	0.770133	0.0959218080911629	35.0	NA	19.0	93.0	56.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MTMR7	35.782712781828565	9.172788544768997e-05	0.0476354	0.116179	0.240207	3.28918e-05	0.388286145916615	48.0	22.0	34.0	150.0	72.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR1G1	41.07176001603587	2.0211743669465697e-06	0.782067	NA	1.02625e-06	0.0304223	0.0493959629086863	16.0	NA	15.0	47.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEC13	35.34901252681761	0.00010884510323631668	0.721193	0.00814685	3.01252e-05	0.761401	0.156485771304242	29.0	12.0	19.0	81.0	49.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPT5-GP1BB	39.9752767438315	4.60639245033871e-07	0.52497	NA	5.44236e-07	0.00730394	NA	37.0	NA	17.0	98.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPTIN5	34.343312692029485	3.520042781204667e-05	0.168327	0.776143	1.85808e-05	0.0143643	NA	22.0	6.0	10.0	56.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRAP1	36.367910373185154	1.5035562567410746e-05	0.315818	NA	7.67972e-06	0.423015	0.0123501027447057	98.0	NA	71.0	261.0	137.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TREML1	45.064645196644186	3.5776055102044053e-07	0.857978	NA	0.00141225	1.41378e-05	0.0095624034259589	19.0	NA	15.0	66.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TSPAN4	35.616627440124645	9.79453824741619e-05	1.24601e-05	0.254557	0.0565002	0.327026	0.314781195162006	23.0	13.0	22.0	61.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF777	34.60260782598106	0.0001459344123558076	0.00143558	0.605769	0.000377124	0.289725	0.322355135744745	29.0	13.0	22.0	107.0	61.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
ALL_LOF_HC_LOFTEE_and_CADD_20_VEP
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ADH5	36.7927577194843	6.146001247928071e-05	3.12746e-07	0.51154	0.491429	0.767666	0.169765612178923	20.0	7.0	16.0	52.0	30.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ANKRD23	39.160373780755194	2.379810219805501e-05	0.660786	0.0351827	0.0219372	0.0853398	7.20626228896126e-05	19.0	11.0	18.0	48.0	29.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ARSA	35.90681574073918	8.733678527400833e-05	0.00265311	0.359562	0.00012527	0.450737	0.296233861194671	25.0	9.0	19.0	76.0	42.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
AUNIP	45.60511740106902	2.82521755726465e-07	3.14606e-08	NA	0.124698	1.0	0.031867507308835	11.0	NA	12.0	35.0	18.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DCAF15	39.99448737314404	1.698266028734789e-05	0.000508878	0.0998232	0.00372909	0.282861	0.0385732571711362	26.0	7.0	25.0	76.0	26.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DPF2	36.76431949812156	6.215915078300289e-05	0.190515	0.528104	0.0754758	0.000112313	0.012185492048181	11.0	5.0	5.0	30.0	10.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GBA	123.66328646445979	9.120838267767607e-22	5.77337e-05	1.24227e-05	0.129962	2.1521e-10	6.99091972089505e-08	27.0	10.0	20.0	68.0	19.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LRRK2	44.52268636707804	2.651091989644383e-06	0.0439313	0.727242	0.771153	0.0141661	6.15428540129415e-07	104.0	46.0	61.0	301.0	115.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR1G1	42.32437386232196	6.5648162477897655e-06	0.619956	0.848285	6.58036e-07	0.063183	0.0294867181866114	9.0	6.0	7.0	23.0	10.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR5AP2	34.89970291428698	0.00012988256443320284	0.0873882	1.0	2.08352e-06	0.722868	0.200593259189329	12.0	8.0	4.0	33.0	17.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC35E4	39.45594360125459	2.112005604890428e-05	0.293505	0.128816	0.000133513	0.167259	0.0032044414743519	35.0	11.0	23.0	73.0	25.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
STK38L	42.280177748022986	1.1997541870035686e-06	0.191113	NA	0.232684	0.010716	1.3832051563023e-06	7.0	NA	4.0	34.0	9.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TREML1	37.497013099506816	1.4085676922524754e-06	NA	NA	0.0503116	9.70351e-06	0.0147580872937318	NA	NA	4.0	22.0	15.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF414	35.02339200355529	0.0001237227242618109	0.449665	0.121125	8.18985e-05	0.0882843	0.0630209226171581	16.0	6.0	12.0	49.0	20.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
