GENE	TEST_STAT	META_PVAL	UKB_ALL_CASES_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
PANK4	22.734380872363065	0.0008905007297427039	0.360808	0.0372242	0.0008613712803947	178.0	24.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADGB	22.634689543339405	0.0009285321674895818	0.000830036	0.0232759	0.629413718407244	268.0	50.0	149.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPL13A	22.61405758045291	0.0009365999590444884	0.00555709	0.0843329	0.0262165370051678	51.0	6.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LURAP1L	22.44302759414103	0.0010061816579018837	0.932849	0.000251641	0.0570119278232286	48.0	9.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C11orf63	13.694747748088494	0.0010622416134898	NA	NA	0.0010622416134898	NA	NA	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEPT5-GP1BB	18.284800204266702	0.0010855424798440992	0.000148717	0.71969	NA	105.0	5.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EVX1-AS	17.976912282675006	0.0012469856736209498	0.000228124	0.547258	NA	82.0	15.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC101928123	13.296729324389885	0.0012961400000000005	0.00129614	NA	NA	12.0	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GDF9	21.719587913683505	0.0013609821896038155	0.940202	0.0468296	0.0004364251712774	66.0	7.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADORA1	21.62679660655935	0.0014145599322864513	0.0686536	0.500647	0.0005856064517807	44.0	6.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GSTM5	21.495237282705048	0.0014940797513508918	0.139525	0.00217477	0.0708440149128346	52.0	7.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPS20	17.41336367568298	0.0016062269811613896	0.000209231	NA	0.790879086357917	16.0	NA	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ARHGEF38	21.298413679012093	0.0016212855916118607	0.536001	0.00754437	0.0058656973833109	117.0	15.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF433-AS1	17.258327938694627	0.0017218300649665423	0.000195887	0.912843	NA	157.0	28.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NAA38	21.053250050233952	0.0017946330879462743	0.000882845	0.6917	0.0439078933969252	100.0	13.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PKP4-AS1	17.028784938684737	0.0019082153977738527	0.00253098	0.0792424	NA	90.0	10.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IPO4	20.90308458951256	0.0019096333867118993	0.000279107	0.133618	0.775027581507583	208.0	27.0	127.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LAIR1	20.898991930719276	0.0019128664822157966	0.0599753	0.0643762	0.007501425440393	80.0	16.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENDOU	20.806370806931515	0.001987483224826265	0.0158211	0.0169943	0.112827256736117	67.0	13.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC100288123	16.934840127598843	0.0019901134610603236	0.0108057	0.0194533	NA	27.0	5.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ALOX12	20.78243642773009	0.002007223326861441	0.0375045	0.0153684	0.0532646691722921	93.0	10.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF534	20.780112350639676	0.002009150312681046	0.000387408	0.690312	0.114932255255979	116.0	17.0	65.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM186B	20.77958128469954	0.0020095908946776283	0.733003	0.0301275	0.0013922024979948	147.0	29.0	81.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CNTN4	20.7340862463852	0.002047687213477556	0.010878	0.129049	0.0224050893359675	198.0	23.0	103.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCLK1	20.6777485824683	0.0020958425085017547	0.000468309	0.339552	0.203444123248723	63.0	3.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPTLC2	20.59385190259519	0.002169612618381547	0.126283	0.215172	0.0012415700613685	74.0	2.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR2T8	20.566348386717465	0.0021943442854360966	0.313583	0.0177751	0.0061363430128891	59.0	5.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TFCP2L1	20.547375378345905	0.0022115655499227384	0.360285	0.0520241	0.0018422279657895	73.0	10.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MRRF	20.52673235874858	0.002230452687999697	0.000524907	0.369448	0.179904082298864	57.0	4.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TOM1	20.4966353680147	0.002258272407057271	0.0667586	0.00534472	0.0992613099576732	111.0	22.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RIPOR2	16.592236541287182	0.0023192269782219507	0.131591	0.0018959	NA	160.0	28.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NPRL3	20.401161988839963	0.0023487843987311536	0.433006	0.219101	0.0003915666431376	158.0	25.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EFCAB2	20.233300297608636	0.0025165912601204147	0.516302	0.00936454	0.008356115006287	54.0	13.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PNMA3	11.916036331346453	0.0025850300000000003	0.00258503	NA	NA	43.0	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RNF208	20.08296596519152	0.002676775392518428	0.000900058	0.221485	0.218486463470993	55.0	6.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
XKR7	19.94857791829793	0.00282836393322384	0.165971	0.000483158	0.580898103462391	104.0	13.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
USE1	19.91654456872999	0.0028657156680777355	0.195577	0.00607366	0.0398482304923067	53.0	7.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCAF12L2	16.115412473296793	0.0028681434977583806	0.00204683	NA	0.154703760627877	38.0	NA	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RAP1A	16.036174829092918	0.0029710045790508105	0.00105443	NA	0.312443235681033	19.0	NA	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HESX1	19.80661617989822	0.0029975910897919902	0.0242476	0.0109007	0.189201596780837	34.0	7.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
AQR	19.758578514747885	0.003057061170683043	0.220013	0.0328144	0.007095228391779	147.0	16.0	96.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BOLA1	19.74735879839219	0.0030711159603413357	0.216288	0.180798	0.0013173145056984	27.0	3.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NEUROD2	15.794075544493072	0.0033083047348598724	0.00209973	NA	0.177091052406892	42.0	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EEF1D	19.451999526641803	0.0034646243972927884	0.228399	0.517583	0.0005051004671635	181.0	36.0	71.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
USP6NL	19.433270361307038	0.003491170154458536	0.0670898	0.951505	0.0009441725856261	164.0	19.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SHANK1	19.29177872835185	0.0036982181521265237	0.283497	0.0163713	0.013938365276023	423.0	40.0	158.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYOF	19.29049367454581	0.003700152345752409	0.424174	0.000343471	0.444312368259244	347.0	63.0	183.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SDR16C5	19.28514806084017	0.003708208855002753	0.0555556	0.0272457	0.0428802683518319	57.0	6.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NUP58	19.280162357992644	0.003715738331304329	0.0330566	0.220932	0.0089094138376465	102.0	16.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PPIP5K2	19.265797489976578	0.003737515707133561	0.0419727	0.833882	0.0018724650652228	133.0	15.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC340512	15.4987577202691	0.003771071314085361	0.0284467	0.0151515	NA	29.0	2.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIF2C	19.20796092783888	0.003826461548048058	0.00912182	0.00889171	0.831720665163501	104.0	7.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ABCF2-H2BE1	15.430661843224625	0.003886496103519882	0.00132877	0.335602	NA	74.0	11.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM163B	19.0591079938949	0.004064964698006155	0.00904981	0.187239	0.0428875769024872	58.0	4.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LIG3	19.054476829275234	0.00407261255938022	0.00932556	0.00810369	0.963862733139362	157.0	15.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PIK3R2	19.052462370901395	0.004075943586086817	0.000606774	0.342606	0.35074253394241	140.0	14.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FBXO40	19.00800339084943	0.004150137884781917	0.439421	0.0179189	0.0094683074961223	124.0	22.0	72.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MARC1	10.968884176080723	0.004150850242387502	NA	NA	0.0041508502423875	NA	NA	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRC56	18.920525984568613	0.004299978988130233	0.294552	0.00099337	0.26618707811863	128.0	17.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CELA3B	18.893012148101118	0.004348186545014428	0.000263143	0.393721	0.762174014115416	55.0	8.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OTP	18.683588915358104	0.004732752351352501	0.0107931	0.145512	0.0558296885500169	49.0	4.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRR15	18.661025083029926	0.004776108456585389	0.326053	0.0169926	0.0160052276247186	29.0	4.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LGR6	18.62183421403686	0.004852332582688747	0.635208	0.000505443	0.281664383331072	190.0	20.0	75.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ALOX12-AS1	14.917472357898887	0.004875481528556166	0.0375045	0.0153684	NA	93.0	10.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RASAL1	18.601811053324017	0.004891731619329406	0.0481454	0.183743	0.0103252945807353	160.0	23.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PLEKHA1	18.590691759942743	0.004913744844245222	0.860664	0.883391	0.0001208080763414	85.0	12.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KCTD20	18.57432568042432	0.004946320531318579	0.204928	0.0202996	0.0222611524641467	67.0	8.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PAQR5	18.554146123779695	0.0049867757244921205	0.832159	0.306817	0.0003663807330906	58.0	11.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM139	18.462829008938584	0.005173899663874421	0.050925	0.185743	0.0103515200383539	37.0	5.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GADD45G	18.385286865002385	0.005338136695071287	0.002609	0.176821	0.220636704284145	13.0	2.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATP9B	18.375162729465895	0.005359950165998542	0.186263	0.00245211	0.22398429556814	243.0	39.0	103.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPART	14.68575584014813	0.005399387871977748	0.00120055	0.539074	NA	102.0	9.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LBX2	18.34998674432253	0.005414570316074466	0.00210226	0.117509	0.419366224307551	62.0	15.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADGRL3	18.34472829908063	0.005426046735971279	0.916304	0.246527	0.0004598209884004	190.0	18.0	93.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PDPR	18.334006625398573	0.005449519734297552	0.0411145	0.0107384	0.236530121798129	119.0	5.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRRAP	18.296785677734505	0.005531775436648255	0.0118314	0.819938	0.0109669615330286	438.0	32.0	190.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PCIF1	18.20877547172855	0.005731095356341046	0.024219	0.151849	0.0302305815457225	135.0	14.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR4C16	14.512995246612451	0.00582557750332652	0.0190399	0.0370577	NA	110.0	18.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CREBZF	18.160150765921603	0.005844189007624858	0.00174233	0.53424	0.122378901257506	60.0	4.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DHX33	18.14174174939328	0.0058875682677976	0.000571163	0.415636	0.484281200604298	148.0	25.0	87.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TACC1	18.1241457818836	0.005929323596410471	0.0868164	0.126159	0.0105894093729773	148.0	18.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADI1	18.114965722956192	0.0059512218389132865	0.182689	0.975774	0.0006536172912834	58.0	17.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SYF2	14.441855687572406	0.006010515474081076	0.0113118	NA	0.0646337219061664	27.0	NA	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYH14	18.08924160725318	0.006013003338335764	0.000783111	0.157651	0.955984916082175	449.0	57.0	184.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
