GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
SLC8A3	-3.1588799786609414	0.0015837669939810363	2.800308712059509	0.260113	0.0290113384041819	0.030627	19.0	88.0	163.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
USP25	3.1501335008190336	0.0016319587109352308	2.787290833229111	0.483847	0.0458170485441742	0.00579819	17.0	67.0	149.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MYEF2	-3.147963584824121	0.0016441217378310388	2.7840660285776915	0.0242966	0.0293281787746375	0.307265	17.0	28.0	122.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TMEM9B	3.1467431813070843	0.001650999060132335	2.782253173968858	NA	0.0010257315461657	0.243293	NA	18.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ATP1A1-AS1	3.1280305498127725	0.001759818886832214	2.7545320256498993	NA	NA	0.00175982	NA	NA	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TRMT12	3.1264700213649474	0.0017691854117605273	2.752226650366205	0.0331734	0.571415401452678	0.00654289	10.0	41.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
FZD5	-3.118566039436673	0.0018173341027610682	2.7405652236842375	0.352868	0.0035820359934171	0.118835	6.0	28.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
XPNPEP1	3.109730021472232	0.0018725841702774359	2.7275586522050115	0.556854	0.0003202538026636	0.230006	6.0	49.0	87.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
XKR7	-3.098484672886503	0.0019451303121722251	2.7110512982140813	0.000483158	0.580898103462391	0.185263	13.0	44.0	105.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GDF9	3.0868501415116683	0.0020228955023176534	2.694026551207927	0.0929277	3.66034020865596e-05	0.644435	9.0	44.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ITCH	-3.0857886515044837	0.0020301306748464537	2.6924760066492395	0.0390882	0.117155874244085	0.0864074	8.0	39.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
IPP	-3.0743600771014776	0.0021095465123911953	2.6758108946233454	0.884062	0.0221931200187671	0.00382688	12.0	44.0	95.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SEPTIN5	3.0636358878488514	0.0021866487134348917	2.660220981055054	0.71969	NA	7.07449e-05	5.0	NA	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SPATA18	-3.0591096461782405	0.002219958838453116	2.653655077981075	0.225372	0.0098357074181869	0.132423	21.0	59.0	137.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CREBZF	3.058440870083528	0.0022249198272782872	2.6526856337607834	0.53424	0.122378901257506	0.00174233	4.0	26.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TRRAP	3.0533247632558633	0.0022632086067937733	2.6452754139621937	0.819938	0.0109669615330286	0.0118314	32.0	190.0	438.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TREM2	3.0362040339818814	0.0023957718422125294	2.620554543706009	0.0943893	0.0750940766588333	0.0708739	16.0	37.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MRPL42	3.0337018816376764	0.0024157301929560115	2.6169515726393473	0.392062	0.230537573865835	0.00137588	7.0	12.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SLC39A7	-3.033231043179607	0.002419502792856407	2.6162738722445797	0.178547	0.0058162629487339	0.249935	8.0	35.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RAP1A	3.0304431715527342	0.0024419513625952923	2.612262990336605	NA	0.312443235681033	0.00105443	NA	6.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SLC38A5	3.029536764096554	0.0024492909179372226	2.6109596278801126	NA	NA	0.00244929	NA	NA	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TMEM161B	3.0280845567923453	0.0024610921308317727	2.608872128205803	0.0951389	0.0969716748517288	0.0553403	6.0	26.0	67.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PNMA3	3.013200734985977	0.0025850786390983578	2.587526240961912	NA	NA	0.00258503	NA	NA	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SYK	-3.013032020257386	0.002586516250225501	2.5872847887178425	0.0539777	0.506731337138803	0.00859459	7.0	36.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RNF157-AS1	3.005335125537421	0.0026528837772826232	2.576281776022369	0.00397288	NA	0.170725	4.0	NA	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CAPN12	-3.003435117895687	0.0026695046294541946	2.573569321652048	0.204927	0.0059755834646926	0.23588	47.0	87.0	213.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
KIF21A	2.9975872072061507	0.002721259894246189	2.5652299788939046	0.0502206	0.293466470302047	0.0290111	24.0	98.0	218.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
FAM186B	2.9944504518789685	0.002749397070862103	2.5607625343539335	0.117097	0.0721153515279851	0.0685969	34.0	83.0	153.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TESPA1	2.987941646802175	0.0028086317365343593	2.5515052010888306	0.163557	0.367229897549146	0.00397188	17.0	48.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
FNDC4	2.986444500133077	0.0028224206447049842	2.549378259872869	NA	0.0510939518405435	0.0230395	NA	17.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
DDRGK1	2.97543890978142	0.0029256961636493673	2.5337707777671135	0.0700597	0.222071138779621	0.033917	7.0	37.0	72.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SYT17	2.973188959144336	0.002947229497969043	2.530586044733424	0.295989	0.0126118570270291	0.107377	15.0	52.0	94.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ILDR1	2.9653817823305175	0.003023075074576066	2.5195510674866664	0.218481	0.0192607594011097	0.117544	31.0	68.0	143.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
KIAA0922	-2.964325963558201	0.00303346775338592	2.5180606173676967	NA	0.0030334677533859	NA	NA	148.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
DPYSL4	2.9642800513664107	0.0030339204166330075	2.5179958154643978	0.0270465	0.146747130032951	0.140934	19.0	55.0	150.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PHF23	2.9614903183300036	0.0030615411871554366	2.5140598935909755	0.00472608	0.698946188799502	0.0551645	10.0	34.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CGN	2.955829201536042	0.0031182972042453115	2.5060824946595166	0.0410143	0.0699483898157882	0.206225	46.0	132.0	261.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PCP4L1	2.952288493646218	0.0031542807870354466	2.501099649360851	NA	0.0095517347337367	0.113303	NA	6.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
HCFC2	-2.939798657669653	0.003284255856095266	2.4835630170331062	0.48937	0.0578206126329148	0.0122966	10.0	33.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
INTU	2.928923809288942	0.003401377857408043	2.4683451198250106	0.0263252	0.0790849588137064	0.273236	24.0	72.0	128.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SST	-2.919609928990441	0.003504697618116899	2.4553494465841403	0.0069391	0.0345930445313883	0.807176	4.0	10.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PARVB	-2.916232873067029	0.003542859575794259	2.450646060951121	0.178432	0.130461295332081	0.0282946	13.0	43.0	88.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CD27-AS1	-2.9079174474806257	0.0036384437153485953	2.4390843389787773	0.0467491	NA	0.0336835	6.0	NA	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TBC1D22A	-2.904392852502459	0.003679661277539581	2.4341921574313634	0.428887	0.0088898299581416	0.104547	21.0	40.0	108.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
KIF3C	2.9020272927258497	0.0037075623738264214	2.4309115339258063	0.0529764	0.299510472831022	0.0399885	16.0	62.0	112.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TEX44	2.89956301689572	0.0037368322105031234	2.427496402200825	0.0495437	NA	0.0326214	11.0	NA	74.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RINT1	-2.892562871112485	0.0038211269698388197	2.417808531172043	0.0022739	0.307189396211423	0.348747	18.0	59.0	122.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ADRB1	-2.8911414353348612	0.0038384533045189503	2.4158437382961853	0.0262634	0.0607217241183183	0.362933	5.0	16.0	81.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ERN2	-2.8878166767460662	0.0038792589226065923	2.411251232282778	0.305236	0.102639241407487	0.0190583	30.0	108.0	210.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RNF157	2.880645868262426	0.003968612653594853	2.401361287239356	0.0026647	0.570864566371698	0.155998	17.0	67.0	120.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
WDR92	-2.8787800920740065	0.003992166018963616	2.3987914063574713	0.0453871	0.510972609514499	0.0199217	6.0	25.0	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
LIG3	2.8747897982057915	0.004042965585535124	2.393299955444907	0.0290087	0.963862733139362	0.00449421	16.0	70.0	158.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
HIVEP2	2.8716016858676388	0.00408397366514907	2.3889170670545976	0.528655	0.157418878797493	0.00339078	44.0	173.0	344.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
DEXI	2.870032360918676	0.004104297920885324	2.386761122384412	NA	0.0125156383561434	0.118387	NA	7.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ZNF777	2.8673191509910927	0.004139653218978546	2.383036038442387	0.610538	0.322945500168009	0.00052318	13.0	56.0	122.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MARC1	-2.8664642607093413	0.004150850242387451	2.3818629351538827	NA	0.0041508502423875	NA	NA	27.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GPR75	2.8613024239757348	0.004219043827106229	2.3747859631766564	0.385401	0.0195139418205909	0.0797099	11.0	40.0	97.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
NAALADL1	2.8585203910287325	0.004256217528090522	2.3709761840881964	0.0668219	0.0171607065574697	0.462347	28.0	92.0	175.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
EPHA5	2.852894180559981	0.004332304528791102	2.363281023301295	0.311255	0.0929175150610957	0.0245398	19.0	52.0	169.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
NAA60	2.852472145089536	0.004338061419090176	2.3627043034552697	0.0811966	0.128257451766796	0.0937703	13.0	38.0	75.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
JUP	-2.848737758026395	0.004389304339541231	2.357604305598166	0.182971	0.522065731849281	0.00305306	17.0	72.0	167.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
LOC101928068	-2.846973432847829	0.0044137045652961875	2.3551967400360883	0.0162074	NA	0.104799	7.0	NA	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TROVE2	2.8460625924212275	0.004426349341907194	2.3539543131210463	NA	0.0044263493419071	NA	NA	41.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GPANK1	-2.8417042993964703	0.004487309071862487	2.348014016586455	0.286367	0.10802145494433	0.0245318	10.0	29.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
INSM2	2.8411491466182004	0.004495128404254982	2.3472578980435643	0.0170913	0.765555258406252	0.0252157	14.0	45.0	97.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ETNK2	-2.835580134348306	0.004574253796400565	2.3396797428078746	0.926208	0.0182757898122667	0.0139412	21.0	56.0	84.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CIB2	-2.8353017149942037	0.004578242532830556	2.3393012042608663	0.112652	0.183074187263602	0.0462451	17.0	27.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
EEA1	2.826137185245233	0.00471130819887995	2.326858484661192	0.605938	0.0384040900142764	0.0209649	27.0	84.0	167.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
OR51B2	2.8210083841354043	0.004787295167744721	2.319909794625671	0.115876	NA	0.0156407	9.0	NA	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PUS7L	2.820312424222666	0.004797691346299071	2.3189676952825073	0.968695	0.106822182021625	0.00122484	27.0	71.0	123.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
TG	2.8196223979935207	0.00480801905342183	2.3180338199613137	0.0485562	0.0459763369728657	0.359852	119.0	285.0	627.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PSMG3	-2.811344044695441	0.004933500121166604	2.3068448567954056	0.0249399	0.564152843591944	0.0403273	5.0	9.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SMIM19	2.8067780005483884	0.005003971398611473	2.3006851812849147	NA	0.222699310182292	0.0059595	NA	9.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CLDN15	2.803678027223469	0.005052333093793076	2.296508024698747	0.560886	0.0020373035081726	0.234104	6.0	27.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
NOLC1	-2.800181807126153	0.00510738322231921	2.2918015545011277	0.499638	0.0017141415917139	0.298692	15.0	56.0	134.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PROSER3	2.7972051695685685	0.0051546788642775985	2.2877983860189692	0.449148	0.0103596448459621	0.12739	16.0	42.0	103.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
LINGO3	-2.7954119505524884	0.005183361915434152	2.285388466563023	0.00201108	0.361855047541323	0.400143	11.0	32.0	102.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SMR3A	2.7900025589428448	0.005270762497345348	2.278126552826253	NA	0.0172556203487958	0.117714	NA	12.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
IGLL1	-2.789146915537754	0.005284708584154155	2.2769789560922593	0.247555	0.336617012187533	0.00665234	11.0	33.0	64.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
L3HYPDH	-2.784797259842265	0.005356120107214997	2.2711496928034456	0.50077	0.0023593356577296	0.0140545	10.0	35.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CXCL10	2.7845241033281467	0.0053606336665656855	2.2707838704514485	NA	0.0713648550773505	0.0327807	NA	7.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CAVIN1	-2.7737443523448047	0.005541520646740455	2.2563710443205265	0.0707723	NA	0.0343672	10.0	NA	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
BTRC	-2.772724326553101	0.005558919038574361	2.2550096510840247	0.0168644	0.0347276284359714	0.763165	11.0	33.0	86.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MAVS	-2.7707459820438283	0.005592803871971473	2.252370410211179	0.636979	0.024471144281169	0.0377563	22.0	60.0	96.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
MIER1	2.7691620487775497	0.005620067490608085	2.2502584690176515	0.0796014	0.0761463249301938	0.204146	5.0	30.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ATP6V1E2	2.7687230087044687	0.005627645708221988	2.2496732516437357	0.0660843	0.109390508797594	0.174852	7.0	24.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
C2orf61	-2.768274110614873	0.0056354036142492	2.2490749738212554	NA	0.0056354036142492	NA	NA	33.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
EMP1	2.7628037717142906	0.005730720784874189	2.241790750945922	0.41195	0.314758236240871	0.00308084	10.0	17.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
VCAM1	2.7604558725863484	0.005772075512683976	2.2386679959209816	0.0505864	0.133766509860784	0.184552	12.0	39.0	110.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ARL8B	2.75947883351068	0.005789363738176675	2.2373691634198307	0.177526	0.0351189012959197	0.185448	9.0	22.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
CFHR2	-2.752110463685879	0.005921254400363962	2.227586279519114	0.0177221	0.198181916792322	0.26757	7.0	29.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ITFG1-AS1	-2.7494882423032663	0.00596884042328722	2.2241100317989275	NA	NA	0.00596884	NA	NA	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
LBX2	2.748352423809659	0.005989559115760088	2.22260514432846	0.455608	0.347839674776049	0.00210226	17.0	35.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GPLD1	-2.7477422025152562	0.006000717022825324	2.2217968528744843	0.0442526	0.0252248900122233	0.610336	30.0	90.0	161.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
FAM167A	-2.746022997003868	0.006032253503617496	2.2195204156613544	0.160637	0.25913607665942	0.0260888	7.0	32.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ANKRD6	2.744128239403423	0.0060671831433279965	2.217012895292268	0.731806	0.0125431900752564	0.0556503	25.0	65.0	143.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
FOXS1	-2.7321133224533702	0.006292949186989701	2.2011457749900125	0.0359147	0.170016564710787	0.20691	18.0	45.0	71.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ITPK1	-2.7146341663520204	0.006634901887387335	2.1781654948163243	0.111532	0.5702418994102	0.0109955	18.0	33.0	103.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
NSG1	2.7107146803759528	0.006713837086346737	2.173029201270766	NA	0.0977797757820357	0.0294193	NA	19.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
EIF3C	2.7060902376990335	0.006808054355860241	2.166976985479884	NA	NA	0.00680802	NA	NA	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
EIF3CL	2.7060902376990335	0.006808054355860241	2.166976985479884	NA	NA	0.00680802	NA	NA	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
KRTAP4-2	2.705961740629608	0.006810689206303841	2.1668089375219575	NA	0.0545002386528778	0.0569146	NA	12.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
LDLRAP1	2.705432668058285	0.006821547570195292	2.1661170879604863	0.0126412	0.521060167712807	0.121017	12.0	27.0	71.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
VAPA	2.704109453644887	0.006848772554147046	2.164387256350922	0.50975	0.0035057667751498	0.269196	5.0	19.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
REXO4	2.702060643924288	0.006891119217870258	2.161710236630758	0.582681	0.13199522202275	0.00868149	12.0	42.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SLC29A1	-2.700917120970535	0.006914856739468484	2.160216813082192	0.233214	0.0429953994475962	0.143672	8.0	29.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
